BARCODE,ARR_DESIGN,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,MATERIAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SPECIES,EXP_TEST_TYPE,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3017413003,Rat230_2,394,7,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Low
3017413004,Rat230_2,394,7,4,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Low
3017413005,Rat230_2,394,7,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Low
3017413015,Rat230_2,394,8,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Low
3017413016,Rat230_2,394,8,3,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Low
3017413017,Rat230_2,394,8,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Low
3017414024,Rat230_2,394,9,3,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Middle
3017414025,Rat230_2,394,9,4,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Middle
3017414026,Rat230_2,394,9,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Middle
3017415006,Rat230_2,394,10,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Middle
3017415007,Rat230_2,394,10,4,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Middle
3017415008,Rat230_2,394,10,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Middle
3017413006,Rat230_2,394,11,1,Liver,B,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Middle
3017413007,Rat230_2,394,11,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Middle
3017413008,Rat230_2,394,11,3,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Middle
3017413018,Rat230_2,394,12,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Middle
3017413019,Rat230_2,394,12,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Middle
3017413020,Rat230_2,394,12,3,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Middle
3017414027,Rat230_2,394,13,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
3017414028,Rat230_2,394,13,4,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
3017414029,Rat230_2,394,13,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,1000,mg/kg,High
3017415009,Rat230_2,394,14,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
3017415010,Rat230_2,394,14,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
3017415011,Rat230_2,394,14,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,1000,mg/kg,High
3017413009,Rat230_2,394,15,1,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
3017413010,Rat230_2,394,15,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
3017413011,Rat230_2,394,15,4,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,1000,mg/kg,High
3017413021,Rat230_2,394,16,2,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High
3017413022,Rat230_2,394,16,3,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High
3017413023,Rat230_2,394,16,5,Liver,A,fenofibrate,FFB,79,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,1000,mg/kg,High
3017229027,Rat230_2,408,1,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017229028,Rat230_2,408,1,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017296019,Rat230_2,408,1,3,Liver,B,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017231002,Rat230_2,408,2,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017231003,Rat230_2,408,2,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017231004,Rat230_2,408,2,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017232020,Rat230_2,408,3,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017232021,Rat230_2,408,3,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017232022,Rat230_2,408,3,4,Liver,C,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017228009,Rat230_2,408,4,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017228010,Rat230_2,408,4,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017228011,Rat230_2,408,4,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017229029,Rat230_2,408,5,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,3,mg/kg,Low
3017229030,Rat230_2,408,5,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,3,mg/kg,Low
3017230025,Rat230_2,408,5,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,3,mg/kg,Low
3017231005,Rat230_2,408,6,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,3,mg/kg,Low
3017231006,Rat230_2,408,6,4,Liver,B,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,3,mg/kg,Low
3017231007,Rat230_2,408,6,5,Liver,C,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,3,mg/kg,Low
3017232023,Rat230_2,408,7,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,3,mg/kg,Low
3017232024,Rat230_2,408,7,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,3,mg/kg,Low
3017232025,Rat230_2,408,7,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,3,mg/kg,Low
3017228012,Rat230_2,408,8,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,3,mg/kg,Low
3017228013,Rat230_2,408,8,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,3,mg/kg,Low
3017228014,Rat230_2,408,8,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,3,mg/kg,Low
3017230026,Rat230_2,408,9,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,10,mg/kg,Middle
3017230027,Rat230_2,408,9,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,10,mg/kg,Middle
3017230028,Rat230_2,408,9,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,10,mg/kg,Middle
3017231008,Rat230_2,408,10,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,10,mg/kg,Middle
3017231009,Rat230_2,408,10,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,10,mg/kg,Middle
3017231010,Rat230_2,408,10,4,Liver,B,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,10,mg/kg,Middle
3017232026,Rat230_2,408,11,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Middle
3017232027,Rat230_2,408,11,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Middle
3017232028,Rat230_2,408,11,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,10,mg/kg,Middle
3017228015,Rat230_2,408,12,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Middle
3017228016,Rat230_2,408,12,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Middle
3017228017,Rat230_2,408,12,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,10,mg/kg,Middle
3017230029,Rat230_2,408,13,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,30,mg/kg,High
3017230030,Rat230_2,408,13,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,30,mg/kg,High
3017231001,Rat230_2,408,13,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,30,mg/kg,High
3017231011,Rat230_2,408,14,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,30,mg/kg,High
3017231012,Rat230_2,408,14,2,Liver,C,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,30,mg/kg,High
3017231013,Rat230_2,408,14,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,30,mg/kg,High
3017232029,Rat230_2,408,15,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,30,mg/kg,High
3017232030,Rat230_2,408,15,2,Liver,C,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,30,mg/kg,High
3017233001,Rat230_2,408,15,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,30,mg/kg,High
3017228018,Rat230_2,408,16,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,30,mg/kg,High
3017228019,Rat230_2,408,16,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,30,mg/kg,High
3017228020,Rat230_2,408,16,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,30,mg/kg,High
3017291023,Rat230_2,409,1,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
3017291024,Rat230_2,409,1,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
3017291025,Rat230_2,409,1,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,0,mg/kg,Control
3017292005,Rat230_2,409,2,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
3017292006,Rat230_2,409,2,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
3017292007,Rat230_2,409,2,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,0,mg/kg,Control
3017295002,Rat230_2,409,3,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
3017295003,Rat230_2,409,3,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
3017353030,Rat230_2,409,3,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,0,mg/kg,Control
3017295013,Rat230_2,409,4,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
3017295014,Rat230_2,409,4,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
3017295015,Rat230_2,409,4,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,0,mg/kg,Control
3017291026,Rat230_2,409,5,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,3,mg/kg,Low
3017291027,Rat230_2,409,5,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,3,mg/kg,Low
3017291028,Rat230_2,409,5,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,3,mg/kg,Low
3017292008,Rat230_2,409,6,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,3,mg/kg,Low
3017292009,Rat230_2,409,6,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,3,mg/kg,Low
3017292010,Rat230_2,409,6,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,3,mg/kg,Low
3017295004,Rat230_2,409,7,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,3,mg/kg,Low
3017295005,Rat230_2,409,7,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,3,mg/kg,Low
3017295006,Rat230_2,409,7,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,3,mg/kg,Low
3017295016,Rat230_2,409,8,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,3,mg/kg,Low
3017295017,Rat230_2,409,8,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,3,mg/kg,Low
3017295018,Rat230_2,409,8,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,3,mg/kg,Low
3017291029,Rat230_2,409,9,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Middle
3017291030,Rat230_2,409,9,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Middle
3017292001,Rat230_2,409,9,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,10,mg/kg,Middle
3017292011,Rat230_2,409,10,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Middle
3017292012,Rat230_2,409,10,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Middle
3017292013,Rat230_2,409,10,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,10,mg/kg,Middle
3017295007,Rat230_2,409,11,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Middle
3017295008,Rat230_2,409,11,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Middle
3017295009,Rat230_2,409,11,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,10,mg/kg,Middle
3017295019,Rat230_2,409,12,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Middle
3017295020,Rat230_2,409,12,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Middle
3017295021,Rat230_2,409,12,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,10,mg/kg,Middle
3017292002,Rat230_2,409,13,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,High
3017292003,Rat230_2,409,13,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,High
3017292004,Rat230_2,409,13,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,4 day,30,mg/kg,High
3017292014,Rat230_2,409,14,1,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,High
3017292015,Rat230_2,409,14,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,High
3017292016,Rat230_2,409,14,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,8 day,30,mg/kg,High
3017295010,Rat230_2,409,15,2,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,High
3017295011,Rat230_2,409,15,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,High
3017295012,Rat230_2,409,15,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,15 day,30,mg/kg,High
3017295022,Rat230_2,409,16,3,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,High
3017295023,Rat230_2,409,16,4,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,High
3017295024,Rat230_2,409,16,5,Liver,A,chlorpheniramine,CHL,90,Rat,in vivo,Repeat,Male,Crj:CD(SD)IGS,Gavage,6,29 day,30,mg/kg,High
3017285001,Rat230_2,410,1,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017285002,Rat230_2,410,1,4,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017285003,Rat230_2,410,1,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,0,mg/kg,Control
3017285013,Rat230_2,410,2,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017284020,Rat230_2,410,2,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017284021,Rat230_2,410,2,3,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,0,mg/kg,Control
3017286008,Rat230_2,410,3,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017286009,Rat230_2,410,3,3,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017286010,Rat230_2,410,3,4,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,0,mg/kg,Control
3017286020,Rat230_2,410,4,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017286021,Rat230_2,410,4,4,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017286022,Rat230_2,410,4,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,0,mg/kg,Control
3017285004,Rat230_2,410,5,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
3017285005,Rat230_2,410,5,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
3017285006,Rat230_2,410,5,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,100,mg/kg,Low
3017284022,Rat230_2,410,6,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
3017284023,Rat230_2,410,6,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
3017284024,Rat230_2,410,6,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,6 hr,100,mg/kg,Low
3017286011,Rat230_2,410,7,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
3017286012,Rat230_2,410,7,4,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
3017286013,Rat230_2,410,7,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,9 hr,100,mg/kg,Low
3017286023,Rat230_2,410,8,1,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
3017286024,Rat230_2,410,8,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
3017286025,Rat230_2,410,8,5,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,24 hr,100,mg/kg,Low
3017285007,Rat230_2,410,9,2,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Middle
3017285008,Rat230_2,410,9,3,Liver,A,nifedipine,NIF,91,Rat,in vivo,Single,Male,Crj:CD(SD)IGS,Gavage,6,3 hr,300,mg/kg,Middle
