source,interaction,target
FGF5,activates,KIT
FGF5,activates,EPHA6
FGF5,activates,MST1R
FGF5,activates,ROR2
FGF5,activates,INSRR
FGF5,activates,LTK
FGF5,activates,PDGFRA
FGF5,activates,CSF1R
FGF5,activates,DDR2
FGF5,activates,DDR1
FGF5,activates,EPHA3
FGF5,activates,EPHA4
FGF5,activates,PDGFRB
FGF5,activates,MUSK
FGF5,activates,ROR1
FGF5,activates,NTRK3
FGF5,activates,TEK
FGF5,activates,ROS1
FGF5,activates,PTK7
FGF5,activates,TYRO3
FGF5,activates,RET
FGF5,activates,NTRK2
FGF5,activates,NTRK1
FGF5,activates,AATK
FGF5,activates,EPHB1
FGF5,activates,EPHB2
FGF5,activates,ERBB4
FGF5,activates,ERBB3
FGF5,activates,EPHA1
FGF5,activates,FLT4
FGF5,activates,RYK
FGF5,activates,KDR
FGF5,activates,FLT1
FGF10,activates,ALK
FGF10,activates,EPHB3
FGF10,activates,MET
FGF10,activates,TIE1
FGF10,activates,AXL
FGF10,activates,IGF1R
FGF10,activates,FGFR3
FGF10,activates,FLT3
FGF10,activates,EPHA2
FGF10,activates,EPHA8
FGF10,activates,EGFR
FGF10,activates,FGFR4
FGF10,activates,FGFR1
FGF10,activates,EPHB4
FGF10,activates,MERTK
FGF10,activates,EPHA7
FGF10,activates,EPHA5
FGF10,activates,LMTK2
FGF10,activates,INSR
FGF10,activates,ERBB2
FGF10,activates,KIT
FGF10,activates,EPHA6
FGF10,activates,MST1R
FGF10,activates,ROR2
FGF10,activates,INSRR
FGF10,activates,LTK
FGF10,activates,PDGFRA
FGF10,activates,CSF1R
FGF10,activates,DDR2
FGF10,activates,DDR1
FGF10,activates,EPHA3
FGF10,activates,EPHA4
FGF10,activates,PDGFRB
FGF10,activates,MUSK
FGF10,activates,ROR1
FGF10,activates,NTRK3
FGF10,activates,TEK
FGF10,activates,ROS1
FGF10,activates,PTK7
FGF10,activates,TYRO3
FGF10,activates,RET
FGF10,activates,NTRK2
FGF10,activates,NTRK1
FGF10,activates,AATK
FGF10,activates,EPHB1
FGF10,activates,EPHB2
FGF10,activates,ERBB4
FGF10,activates,ERBB3
FGF10,activates,EPHA1
FGF10,activates,FLT4
FGF10,activates,RYK
FGF10,activates,KDR
FGF10,activates,FLT1
EFNA3,activates,FGFR2
EFNA3,activates,ALK
EFNA3,activates,EPHB3
EFNA3,activates,MET
EFNA3,activates,TIE1
EFNA3,activates,AXL
EFNA3,activates,IGF1R
EFNA3,activates,FGFR3
EFNA3,activates,FLT3
EFNA3,activates,EGFR
EFNA3,activates,FGFR4
EFNA3,activates,FGFR1
EFNA3,activates,EPHB4
EFNA3,activates,MERTK
EFNA3,activates,LMTK2
EFNA3,activates,INSR
EFNA3,activates,ERBB2
EFNA3,activates,KIT
EFNA3,activates,MST1R
EFNA3,activates,ROR2
EFNA3,activates,INSRR
EFNA3,activates,LTK
EFNA3,activates,PDGFRA
EFNA3,activates,CSF1R
EFNA3,activates,DDR2
EFNA3,activates,DDR1
EFNA3,activates,PDGFRB
EFNA3,activates,MUSK
EFNA3,activates,ROR1
EFNA3,activates,NTRK3
EFNA3,activates,TEK
EFNA3,activates,ROS1
EFNA3,activates,PTK7
EFNA3,activates,TYRO3
EFNA3,activates,RET
EFNA3,activates,NTRK2
EFNA3,activates,NTRK1
EFNA3,activates,AATK
EFNA3,activates,EPHB1
EFNA3,activates,EPHB2
EFNA3,activates,ERBB4
EFNA3,activates,ERBB3
EFNA3,activates,EPHA1
EFNA3,activates,FLT4
EFNA3,activates,RYK
EFNA3,activates,KDR
EFNA3,activates,FLT1
EFNA5,activates,FGFR2
EFNA5,activates,ALK
EFNA5,activates,EPHB3
EFNA5,activates,MET
EFNA5,activates,TIE1
EFNA5,activates,AXL
EFNA5,activates,IGF1R
EFNA5,activates,FGFR3
EFNA5,activates,FLT3
EFNA5,activates,EGFR
EFNA5,activates,FGFR4
EFNA5,activates,FGFR1
EFNA5,activates,EPHB4
EFNA5,activates,MERTK
EFNA5,activates,LMTK2
EFNA5,activates,INSR
EFNA5,activates,ERBB2
EFNA5,activates,KIT
EFNA5,activates,MST1R
EFNA5,activates,ROR2
EFNA5,activates,INSRR
EFNA5,activates,LTK
EFNA5,activates,PDGFRA
EFNA5,activates,CSF1R
EFNA5,activates,DDR2
EFNA5,activates,DDR1
EFNA5,activates,PDGFRB
EFNA5,activates,MUSK
EFNA5,activates,ROR1
EFNA5,activates,NTRK3
EFNA5,activates,TEK
EFNA5,activates,ROS1
EFNA5,activates,PTK7
EFNA5,activates,TYRO3
EFNA5,activates,RET
EFNA5,activates,NTRK2
EFNA5,activates,NTRK1
EFNA5,activates,AATK
EFNA5,activates,EPHB1
EFNA5,activates,EPHB2
EFNA5,activates,ERBB4
EFNA5,activates,ERBB3
EFNA5,activates,EPHA1
EFNA5,activates,FLT4
EFNA5,activates,RYK
EFNA5,activates,KDR
EFNA5,activates,FLT1
FGF20,activates,FGFR2
FGF20,activates,ALK
FGF20,activates,EPHB3
FGF20,activates,MET
FGF20,activates,TIE1
FGF20,activates,AXL
FGF20,activates,IGF1R
FGF20,activates,FGFR3
FGF20,activates,FLT3
FGF20,activates,EPHA2
FGF20,activates,EPHA8
FGF20,activates,EGFR
FGF20,activates,FGFR4
FGF20,activates,FGFR1
FGF20,activates,EPHB4
FGF20,activates,MERTK
FGF20,activates,EPHA7
FGF20,activates,EPHA5
FGF20,activates,LMTK2
FGF20,activates,INSR
FGF20,activates,ERBB2
FGF20,activates,KIT
FGF20,activates,EPHA6
FGF20,activates,MST1R
FGF20,activates,ROR2
FGF20,activates,INSRR
FGF20,activates,LTK
FGF20,activates,PDGFRA
FGF20,activates,CSF1R
FGF20,activates,DDR2
FGF20,activates,DDR1
FGF20,activates,EPHA3
FGF20,activates,EPHA4
FGF20,activates,PDGFRB
FGF20,activates,MUSK
FGF20,activates,ROR1
FGF20,activates,NTRK3
FGF20,activates,TEK
FGF20,activates,ROS1
FGF20,activates,PTK7
FGF20,activates,TYRO3
FGF20,activates,RET
FGF20,activates,NTRK2
FGF20,activates,NTRK1
FGF20,activates,AATK
FGF20,activates,EPHB1
FGF20,activates,EPHB2
FGF20,activates,ERBB4
FGF20,activates,ERBB3
FGF20,activates,EPHA1
FGF20,activates,FLT4
FGF20,activates,RYK
FGF20,activates,KDR
FGF20,activates,FLT1
EREG,activates,FGFR2
EREG,activates,ALK
EREG,activates,EPHB3
EREG,activates,MET
EREG,activates,TIE1
EREG,activates,AXL
EREG,activates,IGF1R
EREG,activates,FGFR3
EREG,activates,FLT3
EREG,activates,EPHA2
EREG,activates,EPHA8
EREG,activates,FGFR4
EREG,activates,FGFR1
EREG,activates,EPHB4
EREG,activates,MERTK
EREG,activates,EPHA7
EREG,activates,EPHA5
EREG,activates,LMTK2
EREG,activates,INSR
EREG,activates,ERBB2
EREG,activates,KIT
EREG,activates,EPHA6
EREG,activates,MST1R
EREG,activates,ROR2
EREG,activates,INSRR
EREG,activates,LTK
EREG,activates,PDGFRA
EREG,activates,CSF1R
EREG,activates,DDR2
EREG,activates,DDR1
EREG,activates,EPHA3
EREG,activates,EPHA4
EREG,activates,PDGFRB
EREG,activates,MUSK
EREG,activates,ROR1
EREG,activates,NTRK3
EREG,activates,TEK
EREG,activates,ROS1
EREG,activates,PTK7
EREG,activates,TYRO3
EREG,activates,RET
EREG,activates,NTRK2
EREG,activates,NTRK1
EREG,activates,AATK
EREG,activates,EPHB1
EREG,activates,EPHB2
EREG,activates,EPHA1
EREG,activates,FLT4
EREG,activates,RYK
EREG,activates,KDR
EREG,activates,FLT1
FGF23,activates,FGFR2
FGF23,activates,ALK
FGF23,activates,EPHB3
FGF23,activates,MET
FGF23,activates,TIE1
FGF23,activates,AXL
FGF23,activates,IGF1R
FGF23,activates,FGFR3
FGF23,activates,FLT3
FGF23,activates,EPHA2
FGF23,activates,EPHA8
FGF23,activates,EGFR
FGF23,activates,FGFR4
FGF23,activates,FGFR1
FGF23,activates,EPHB4
FGF23,activates,MERTK
FGF23,activates,EPHA7
FGF23,activates,EPHA5
FGF23,activates,LMTK2
FGF23,activates,INSR
FGF23,activates,ERBB2
FGF23,activates,KIT
FGF23,activates,EPHA6
FGF23,activates,MST1R
FGF23,activates,ROR2
FGF23,activates,INSRR
FGF23,activates,LTK
FGF23,activates,PDGFRA
FGF23,activates,CSF1R
FGF23,activates,DDR2
FGF23,activates,DDR1
FGF23,activates,EPHA3
FGF23,activates,EPHA4
FGF23,activates,PDGFRB
FGF23,activates,MUSK
FGF23,activates,ROR1
FGF23,activates,NTRK3
FGF23,activates,TEK
FGF23,activates,ROS1
FGF23,activates,PTK7
FGF23,activates,TYRO3
FGF23,activates,RET
FGF23,activates,NTRK2
FGF23,activates,NTRK1
FGF23,activates,AATK
FGF23,activates,EPHB1
FGF23,activates,EPHB2
FGF23,activates,ERBB4
FGF23,activates,ERBB3
FGF23,activates,EPHA1
FGF23,activates,FLT4
FGF23,activates,RYK
FGF23,activates,KDR
FGF23,activates,FLT1
PDGFC,activates,FGFR2
PDGFC,activates,ALK
PDGFC,activates,EPHB3
PDGFC,activates,MET
PDGFC,activates,TIE1
PDGFC,activates,AXL
PDGFC,activates,IGF1R
PDGFC,activates,FGFR3
PDGFC,activates,FLT3
PDGFC,activates,EPHA2
PDGFC,activates,EPHA8
PDGFC,activates,EGFR
PDGFC,activates,FGFR4
PDGFC,activates,FGFR1
PDGFC,activates,EPHB4
PDGFC,activates,MERTK
PDGFC,activates,EPHA7
PDGFC,activates,EPHA5
PDGFC,activates,LMTK2
PDGFC,activates,INSR
PDGFC,activates,ERBB2
PDGFC,activates,KIT
PDGFC,activates,EPHA6
PDGFC,activates,MST1R
PDGFC,activates,ROR2
PDGFC,activates,INSRR
PDGFC,activates,LTK
PDGFC,activates,CSF1R
PDGFC,activates,DDR2
PDGFC,activates,DDR1
PDGFC,activates,EPHA3
PDGFC,activates,EPHA4
PDGFC,activates,MUSK
PDGFC,activates,ROR1
PDGFC,activates,NTRK3
PDGFC,activates,TEK
PDGFC,activates,ROS1
PDGFC,activates,PTK7
PDGFC,activates,TYRO3
PDGFC,activates,RET
PDGFC,activates,NTRK2
PDGFC,activates,NTRK1
PDGFC,activates,AATK
PDGFC,activates,EPHB1
PDGFC,activates,EPHB2
PDGFC,activates,ERBB4
PDGFC,activates,ERBB3
PDGFC,activates,EPHA1
PDGFC,activates,RYK
PDGFC,activates,FLT1
IGF2,activates,FGFR2
IGF2,activates,ALK
IGF2,activates,EPHB3
IGF2,activates,MET
IGF2,activates,TIE1
IGF2,activates,AXL
IGF2,activates,FGFR3
IGF2,activates,FLT3
IGF2,activates,EPHA2
IGF2,activates,EPHA8
IGF2,activates,EGFR
IGF2,activates,FGFR4
IGF2,activates,FGFR1
IGF2,activates,EPHB4
IGF2,activates,MERTK
IGF2,activates,EPHA7
IGF2,activates,EPHA5
IGF2,activates,LMTK2
IGF2,activates,INSR
IGF2,activates,ERBB2
IGF2,activates,KIT
IGF2,activates,EPHA6
IGF2,activates,MST1R
IGF2,activates,ROR2
IGF2,activates,INSRR
IGF2,activates,LTK
IGF2,activates,PDGFRA
IGF2,activates,CSF1R
IGF2,activates,DDR2
IGF2,activates,DDR1
IGF2,activates,EPHA3
IGF2,activates,EPHA4
IGF2,activates,PDGFRB
IGF2,activates,MUSK
IGF2,activates,ROR1
IGF2,activates,NTRK3
IGF2,activates,TEK
IGF2,activates,ROS1
IGF2,activates,PTK7
IGF2,activates,TYRO3
IGF2,activates,RET
IGF2,activates,NTRK2
IGF2,activates,NTRK1
IGF2,activates,AATK
IGF2,activates,EPHB1
IGF2,activates,EPHB2
IGF2,activates,ERBB4
IGF2,activates,ERBB3
IGF2,activates,EPHA1
IGF2,activates,FLT4
IGF2,activates,RYK
IGF2,activates,KDR
IGF2,activates,FLT1
NGF,activates,FGFR2
NGF,activates,ALK
NGF,activates,EPHB3
NGF,activates,MET
NGF,activates,TIE1
NGF,activates,AXL
NGF,activates,IGF1R
NGF,activates,FGFR3
NGF,activates,FLT3
NGF,activates,EPHA2
NGF,activates,EPHA8
NGF,activates,EGFR
NGF,activates,FGFR4
NGF,activates,FGFR1
NGF,activates,EPHB4
NGF,activates,MERTK
NGF,activates,EPHA7
NGF,activates,EPHA5
NGF,activates,LMTK2
NGF,activates,INSR
NGF,activates,ERBB2
NGF,activates,KIT
NGF,activates,EPHA6
NGF,activates,MST1R
NGF,activates,ROR2
NGF,activates,INSRR
NGF,activates,LTK
NGF,activates,PDGFRA
NGF,activates,CSF1R
NGF,activates,DDR2
NGF,activates,DDR1
NGF,activates,EPHA3
NGF,activates,EPHA4
NGF,activates,PDGFRB
NGF,activates,MUSK
NGF,activates,ROR1
NGF,activates,NTRK3
NGF,activates,TEK
NGF,activates,ROS1
NGF,activates,PTK7
NGF,activates,TYRO3
NGF,activates,RET
NGF,activates,NTRK2
NGF,activates,AATK
NGF,activates,EPHB1
NGF,activates,EPHB2
NGF,activates,ERBB4
NGF,activates,ERBB3
NGF,activates,EPHA1
NGF,activates,FLT4
NGF,activates,RYK
NGF,activates,KDR
NGF,activates,FLT1
FGF18,activates,ALK
FGF18,activates,EPHB3
FGF18,activates,MET
FGF18,activates,TIE1
FGF18,activates,AXL
FGF18,activates,IGF1R
FGF18,activates,FGFR3
FGF18,activates,FLT3
FGF18,activates,EPHA2
FGF18,activates,EPHA8
FGF18,activates,EGFR
FGF18,activates,FGFR4
FGF18,activates,FGFR1
FGF18,activates,EPHB4
FGF18,activates,MERTK
FGF18,activates,EPHA7
FGF18,activates,EPHA5
FGF18,activates,LMTK2
FGF18,activates,INSR
FGF18,activates,ERBB2
FGF18,activates,KIT
FGF18,activates,EPHA6
FGF18,activates,MST1R
FGF18,activates,ROR2
FGF18,activates,INSRR
FGF18,activates,LTK
FGF18,activates,PDGFRA
FGF18,activates,CSF1R
FGF18,activates,DDR2
FGF18,activates,DDR1
FGF18,activates,EPHA3
FGF18,activates,EPHA4
FGF18,activates,PDGFRB
FGF18,activates,MUSK
FGF18,activates,ROR1
FGF18,activates,NTRK3
FGF18,activates,TEK
FGF18,activates,ROS1
FGF18,activates,PTK7
FGF18,activates,TYRO3
FGF18,activates,RET
FGF18,activates,NTRK2
FGF18,activates,NTRK1
FGF18,activates,AATK
FGF18,activates,EPHB1
FGF18,activates,EPHB2
FGF18,activates,ERBB4
FGF18,activates,ERBB3
FGF18,activates,EPHA1
FGF18,activates,FLT4
FGF18,activates,RYK
FGF18,activates,KDR
FGF18,activates,FLT1
EFNA1,activates,FGFR2
EFNA1,activates,ALK
EFNA1,activates,EPHB3
EFNA1,activates,MET
EFNA1,activates,TIE1
EFNA1,activates,AXL
EFNA1,activates,IGF1R
EFNA1,activates,FGFR3
EFNA1,activates,FLT3
EFNA1,activates,EGFR
EFNA1,activates,FGFR4
EFNA1,activates,FGFR1
EFNA1,activates,EPHB4
EFNA1,activates,MERTK
EFNA1,activates,LMTK2
EFNA1,activates,INSR
EFNA1,activates,ERBB2
EFNA1,activates,KIT
EFNA1,activates,MST1R
EFNA1,activates,ROR2
EFNA1,activates,INSRR
EFNA1,activates,LTK
EFNA1,activates,PDGFRA
EFNA1,activates,CSF1R
EFNA1,activates,DDR2
EFNA1,activates,DDR1
EFNA1,activates,PDGFRB
EFNA1,activates,MUSK
EFNA1,activates,ROR1
EFNA1,activates,NTRK3
EFNA1,activates,TEK
EFNA1,activates,ROS1
EFNA1,activates,PTK7
EFNA1,activates,TYRO3
EFNA1,activates,RET
EFNA1,activates,NTRK2
EFNA1,activates,NTRK1
EFNA1,activates,AATK
EFNA1,activates,EPHB1
EFNA1,activates,EPHB2
EFNA1,activates,ERBB4
EFNA1,activates,ERBB3
EFNA1,activates,FLT4
EFNA1,activates,RYK
EFNA1,activates,KDR
EFNA1,activates,FLT1
IGF1,activates,FGFR2
IGF1,activates,ALK
IGF1,activates,EPHB3
IGF1,activates,MET
IGF1,activates,TIE1
IGF1,activates,AXL
IGF1,activates,FGFR3
IGF1,activates,FLT3
IGF1,activates,EPHA2
IGF1,activates,EPHA8
IGF1,activates,EGFR
IGF1,activates,FGFR4
IGF1,activates,FGFR1
IGF1,activates,EPHB4
IGF1,activates,MERTK
IGF1,activates,EPHA7
IGF1,activates,EPHA5
IGF1,activates,LMTK2
IGF1,activates,INSR
IGF1,activates,ERBB2
IGF1,activates,KIT
IGF1,activates,EPHA6
IGF1,activates,MST1R
IGF1,activates,ROR2
IGF1,activates,INSRR
IGF1,activates,LTK
IGF1,activates,PDGFRA
IGF1,activates,CSF1R
IGF1,activates,DDR2
IGF1,activates,DDR1
IGF1,activates,EPHA3
IGF1,activates,EPHA4
IGF1,activates,PDGFRB
IGF1,activates,MUSK
IGF1,activates,ROR1
IGF1,activates,NTRK3
IGF1,activates,TEK
IGF1,activates,ROS1
IGF1,activates,PTK7
IGF1,activates,TYRO3
IGF1,activates,RET
IGF1,activates,NTRK2
IGF1,activates,NTRK1
IGF1,activates,AATK
IGF1,activates,EPHB1
IGF1,activates,EPHB2
IGF1,activates,ERBB4
IGF1,activates,ERBB3
IGF1,activates,EPHA1
IGF1,activates,FLT4
IGF1,activates,RYK
IGF1,activates,KDR
IGF1,activates,FLT1
INS,activates,FGFR2
INS,activates,ALK
INS,activates,EPHB3
INS,activates,MET
INS,activates,TIE1
INS,activates,AXL
INS,activates,FGFR3
INS,activates,FLT3
INS,activates,EPHA2
INS,activates,EPHA8
INS,activates,EGFR
INS,activates,FGFR4
INS,activates,FGFR1
INS,activates,EPHB4
INS,activates,MERTK
INS,activates,EPHA7
INS,activates,EPHA5
INS,activates,LMTK2
INS,activates,ERBB2
INS,activates,KIT
INS,activates,EPHA6
INS,activates,MST1R
INS,activates,ROR2
INS,activates,INSRR
INS,activates,LTK
INS,activates,PDGFRA
INS,activates,CSF1R
INS,activates,DDR2
INS,activates,DDR1
INS,activates,EPHA3
INS,activates,EPHA4
INS,activates,PDGFRB
INS,activates,MUSK
INS,activates,ROR1
INS,activates,NTRK3
INS,activates,TEK
INS,activates,ROS1
INS,activates,PTK7
INS,activates,TYRO3
INS,activates,RET
INS,activates,NTRK2
INS,activates,NTRK1
INS,activates,AATK
INS,activates,EPHB1
INS,activates,EPHB2
INS,activates,ERBB4
INS,activates,ERBB3
INS,activates,EPHA1
INS,activates,FLT4
INS,activates,RYK
INS,activates,KDR
INS,activates,FLT1
PDGFD,activates,FGFR2
PDGFD,activates,ALK
PDGFD,activates,EPHB3
PDGFD,activates,MET
PDGFD,activates,TIE1
PDGFD,activates,AXL
PDGFD,activates,IGF1R
PDGFD,activates,FGFR3
PDGFD,activates,FLT3
PDGFD,activates,EPHA2
PDGFD,activates,EPHA8
PDGFD,activates,EGFR
PDGFD,activates,FGFR4
PDGFD,activates,FGFR1
PDGFD,activates,EPHB4
PDGFD,activates,MERTK
PDGFD,activates,EPHA7
PDGFD,activates,EPHA5
PDGFD,activates,LMTK2
PDGFD,activates,INSR
PDGFD,activates,ERBB2
PDGFD,activates,KIT
PDGFD,activates,EPHA6
PDGFD,activates,MST1R
PDGFD,activates,ROR2
PDGFD,activates,INSRR
PDGFD,activates,LTK
PDGFD,activates,PDGFRA
PDGFD,activates,CSF1R
PDGFD,activates,DDR2
PDGFD,activates,DDR1
PDGFD,activates,EPHA3
PDGFD,activates,EPHA4
PDGFD,activates,MUSK
PDGFD,activates,ROR1
PDGFD,activates,NTRK3
PDGFD,activates,TEK
PDGFD,activates,ROS1
PDGFD,activates,PTK7
PDGFD,activates,TYRO3
PDGFD,activates,RET
PDGFD,activates,NTRK2
PDGFD,activates,NTRK1
PDGFD,activates,AATK
PDGFD,activates,EPHB1
PDGFD,activates,EPHB2
PDGFD,activates,ERBB4
PDGFD,activates,ERBB3
PDGFD,activates,EPHA1
PDGFD,activates,FLT4
PDGFD,activates,RYK
PDGFD,activates,KDR
PDGFD,activates,FLT1
FGF6,activates,ALK
FGF6,activates,EPHB3
FGF6,activates,MET
FGF6,activates,TIE1
FGF6,activates,AXL
FGF6,activates,IGF1R
FGF6,activates,FGFR3
FGF6,activates,FLT3
FGF6,activates,EPHA2
FGF6,activates,EPHA8
FGF6,activates,EGFR
FGF6,activates,FGFR4
FGF6,activates,FGFR1
FGF6,activates,EPHB4
FGF6,activates,MERTK
FGF6,activates,EPHA7
FGF6,activates,EPHA5
FGF6,activates,LMTK2
FGF6,activates,INSR
FGF6,activates,ERBB2
FGF6,activates,KIT
FGF6,activates,EPHA6
FGF6,activates,MST1R
FGF6,activates,ROR2
FGF6,activates,INSRR
FGF6,activates,LTK
FGF6,activates,PDGFRA
FGF6,activates,CSF1R
FGF6,activates,DDR2
FGF6,activates,DDR1
FGF6,activates,EPHA3
FGF6,activates,EPHA4
FGF6,activates,PDGFRB
FGF6,activates,MUSK
FGF6,activates,ROR1
FGF6,activates,NTRK3
FGF6,activates,TEK
FGF6,activates,ROS1
FGF6,activates,PTK7
FGF6,activates,TYRO3
FGF6,activates,RET
FGF6,activates,NTRK2
FGF6,activates,NTRK1
FGF6,activates,AATK
FGF6,activates,EPHB1
FGF6,activates,EPHB2
FGF6,activates,ERBB4
FGF6,activates,ERBB3
FGF6,activates,EPHA1
FGF6,activates,FLT4
FGF6,activates,RYK
FGF6,activates,KDR
FGF6,activates,FLT1
PDGFA,activates,FGFR2
PDGFA,activates,ALK
PDGFA,activates,EPHB3
PDGFA,activates,MET
PDGFA,activates,TIE1
PDGFA,activates,AXL
PDGFA,activates,IGF1R
PDGFA,activates,FGFR3
PDGFA,activates,FLT3
PDGFA,activates,EPHA2
PDGFA,activates,EPHA8
PDGFA,activates,EGFR
PDGFA,activates,FGFR4
PDGFA,activates,FGFR1
PDGFA,activates,EPHB4
PDGFA,activates,MERTK
PDGFA,activates,EPHA7
PDGFA,activates,EPHA5
PDGFA,activates,LMTK2
PDGFA,activates,INSR
PDGFA,activates,ERBB2
PDGFA,activates,KIT
PDGFA,activates,EPHA6
PDGFA,activates,MST1R
PDGFA,activates,ROR2
PDGFA,activates,INSRR
PDGFA,activates,LTK
PDGFA,activates,CSF1R
PDGFA,activates,DDR2
PDGFA,activates,DDR1
PDGFA,activates,EPHA3
PDGFA,activates,EPHA4
PDGFA,activates,PDGFRB
PDGFA,activates,MUSK
PDGFA,activates,ROR1
PDGFA,activates,NTRK3
PDGFA,activates,TEK
PDGFA,activates,ROS1
PDGFA,activates,PTK7
PDGFA,activates,TYRO3
PDGFA,activates,RET
PDGFA,activates,NTRK2
PDGFA,activates,NTRK1
PDGFA,activates,AATK
PDGFA,activates,EPHB1
PDGFA,activates,EPHB2
PDGFA,activates,ERBB4
PDGFA,activates,ERBB3
PDGFA,activates,EPHA1
PDGFA,activates,FLT4
PDGFA,activates,RYK
PDGFA,activates,KDR
PDGFA,activates,FLT1
EFNA4,activates,FGFR2
EFNA4,activates,ALK
EFNA4,activates,EPHB3
EFNA4,activates,MET
EFNA4,activates,TIE1
EFNA4,activates,AXL
EFNA4,activates,IGF1R
EFNA4,activates,FGFR3
EFNA4,activates,FLT3
EFNA4,activates,EGFR
EFNA4,activates,FGFR4
EFNA4,activates,FGFR1
EFNA4,activates,EPHB4
EFNA4,activates,MERTK
EFNA4,activates,LMTK2
EFNA4,activates,INSR
EFNA4,activates,ERBB2
EFNA4,activates,KIT
EFNA4,activates,MST1R
EFNA4,activates,ROR2
EFNA4,activates,INSRR
EFNA4,activates,LTK
EFNA4,activates,PDGFRA
EFNA4,activates,CSF1R
EFNA4,activates,DDR2
EFNA4,activates,DDR1
EFNA4,activates,PDGFRB
EFNA4,activates,MUSK
EFNA4,activates,ROR1
EFNA4,activates,NTRK3
EFNA4,activates,TEK
EFNA4,activates,ROS1
EFNA4,activates,PTK7
EFNA4,activates,TYRO3
EFNA4,activates,RET
EFNA4,activates,NTRK2
EFNA4,activates,NTRK1
EFNA4,activates,AATK
EFNA4,activates,EPHB1
EFNA4,activates,EPHB2
EFNA4,activates,ERBB4
EFNA4,activates,ERBB3
EFNA4,activates,EPHA1
EFNA4,activates,FLT4
EFNA4,activates,RYK
EFNA4,activates,KDR
EFNA4,activates,FLT1
EGF,activates,FGFR2
EGF,activates,ALK
EGF,activates,EPHB3
EGF,activates,MET
EGF,activates,TIE1
EGF,activates,AXL
EGF,activates,IGF1R
EGF,activates,FGFR3
EGF,activates,FLT3
EGF,activates,EPHA2
EGF,activates,EPHA8
EGF,activates,FGFR4
EGF,activates,FGFR1
EGF,activates,EPHB4
EGF,activates,MERTK
EGF,activates,EPHA7
EGF,activates,EPHA5
EGF,activates,LMTK2
EGF,activates,INSR
EGF,activates,KIT
EGF,activates,EPHA6
EGF,activates,MST1R
EGF,activates,ROR2
EGF,activates,INSRR
EGF,activates,LTK
EGF,activates,PDGFRA
EGF,activates,CSF1R
EGF,activates,DDR2
EGF,activates,DDR1
EGF,activates,EPHA3
EGF,activates,EPHA4
EGF,activates,PDGFRB
EGF,activates,MUSK
EGF,activates,ROR1
EGF,activates,NTRK3
EGF,activates,TEK
EGF,activates,ROS1
EGF,activates,PTK7
EGF,activates,TYRO3
EGF,activates,RET
EGF,activates,NTRK2
EGF,activates,NTRK1
EGF,activates,AATK
EGF,activates,EPHB1
EGF,activates,EPHB2
EGF,activates,ERBB4
EGF,activates,ERBB3
EGF,activates,EPHA1
EGF,activates,FLT4
EGF,activates,RYK
EGF,activates,KDR
EGF,activates,FLT1
PDGFB,activates,FGFR2
PDGFB,activates,ALK
PDGFB,activates,EPHB3
PDGFB,activates,MET
PDGFB,activates,TIE1
PDGFB,activates,AXL
PDGFB,activates,IGF1R
PDGFB,activates,FGFR3
PDGFB,activates,FLT3
PDGFB,activates,EPHA2
PDGFB,activates,EPHA8
PDGFB,activates,EGFR
PDGFB,activates,FGFR4
PDGFB,activates,FGFR1
PDGFB,activates,EPHB4
PDGFB,activates,MERTK
PDGFB,activates,EPHA7
PDGFB,activates,EPHA5
PDGFB,activates,LMTK2
PDGFB,activates,INSR
PDGFB,activates,ERBB2
PDGFB,activates,KIT
PDGFB,activates,EPHA6
PDGFB,activates,MST1R
PDGFB,activates,ROR2
PDGFB,activates,INSRR
PDGFB,activates,LTK
PDGFB,activates,CSF1R
PDGFB,activates,DDR2
PDGFB,activates,DDR1
PDGFB,activates,EPHA3
PDGFB,activates,EPHA4
PDGFB,activates,PDGFRB
PDGFB,activates,MUSK
PDGFB,activates,ROR1
PDGFB,activates,NTRK3
PDGFB,activates,TEK
PDGFB,activates,ROS1
PDGFB,activates,PTK7
PDGFB,activates,TYRO3
PDGFB,activates,RET
PDGFB,activates,NTRK2
PDGFB,activates,NTRK1
PDGFB,activates,AATK
PDGFB,activates,EPHB1
PDGFB,activates,EPHB2
PDGFB,activates,ERBB4
PDGFB,activates,ERBB3
PDGFB,activates,EPHA1
PDGFB,activates,FLT4
PDGFB,activates,RYK
PDGFB,activates,KDR
PDGFB,activates,FLT1
NTF4,activates,FGFR2
NTF4,activates,ALK
NTF4,activates,EPHB3
NTF4,activates,MET
NTF4,activates,TIE1
NTF4,activates,AXL
NTF4,activates,IGF1R
NTF4,activates,FGFR3
NTF4,activates,FLT3
NTF4,activates,EPHA2
NTF4,activates,EPHA8
NTF4,activates,EGFR
NTF4,activates,FGFR4
NTF4,activates,FGFR1
NTF4,activates,EPHB4
NTF4,activates,MERTK
NTF4,activates,EPHA7
NTF4,activates,EPHA5
NTF4,activates,LMTK2
NTF4,activates,INSR
NTF4,activates,ERBB2
NTF4,activates,KIT
NTF4,activates,EPHA6
NTF4,activates,MST1R
NTF4,activates,ROR2
NTF4,activates,INSRR
NTF4,activates,LTK
NTF4,activates,PDGFRA
NTF4,activates,CSF1R
NTF4,activates,DDR2
NTF4,activates,DDR1
NTF4,activates,EPHA3
NTF4,activates,EPHA4
