,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
179072,CVD001_HEPG2_6H:BRD-K60476892-001-02-1:16.4289,BRD-K60476892,YC-1,trt_cp,HEPG2,16.4289,µM,20 µM,6,h,6 h,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:G09|CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:G09|CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:G09
179073,CVD001_HEPG2_6H:BRD-K60476892-001-02-1:4.1072,BRD-K60476892,YC-1,trt_cp,HEPG2,4.1072,µM,5 µM,6,h,6 h,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:H09|CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:H09|CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:H09
190060,DOS001_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS001_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS001_VCAP_6H_X2_B3_DUO52HI53LO:M09|DOS001_VCAP_6H_X3_B3_DUO52HI53LO:M09
190761,DOS002_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS002_VCAP_6H_X2_B3_DUO52HI53LO:M09|DOS002_VCAP_6H_X3_B3_DUO52HI53LO:M09
191455,DOS003_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS003_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS003_VCAP_6H_X3_B3_DUO52HI53LO:M09
192158,DOS004_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS004_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS004_VCAP_6H_X2_B3_DUO52HI53LO:M09|DOS004_VCAP_6H_X3_B3_DUO52HI53LO:M09
192861,DOS005_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS005_VCAP_6H_X3_B3_DUO52HI53LO:M09
193561,DOS006_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS006_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS006_VCAP_6H_X2_B3_DUO52HI53LO:M09|DOS006_VCAP_6H_X3_B3_DUO52HI53LO:M09
194613,DOS008_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS008_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS008_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS008_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
195319,DOS009_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS009_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS009_VCAP_6H_X3_B3_DUO52HI53LO:M09
196027,DOS010_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS010_VCAP_6H_X1_B3_DUO52HI53LO:M09|DOS010_VCAP_6H_X2_B3_DUO52HI53LO:M09|DOS010_VCAP_6H_X3_B3_DUO52HI53LO:M09
196375,DOS011_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS011_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS011_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS011_VCAP_24H_X3_B3_DUO52HI53LO:M09
196729,DOS011_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS011_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS011_VCAP_6H_X3_F1B6_DUO52HI53LO:M09
197079,DOS012_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS012_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS012_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS012_VCAP_24H_X3_B3_DUO52HI53LO:M09
197432,DOS012_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS012_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS012_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS012_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
197786,DOS013_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS013_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS013_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS013_VCAP_24H_X3_B3_DUO52HI53LO:M09
198139,DOS013_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS013_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS013_VCAP_6H_X3_F1B6_DUO52HI53LO:M09|DOS013_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
198487,DOS014_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS014_VCAP_24H_X4_B3_DUO52HI53LO:M09
198839,DOS014_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS014_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS014_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS014_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
199189,DOS015_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS015_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS015_VCAP_24H_X2_B3_DUO52HI53LO:M09
199544,DOS015_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS015_VCAP_6H_X3_F1B6_DUO52HI53LO:M09|DOS015_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS015_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
199901,DOS016_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS016_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS016_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS016_VCAP_24H_X3_B3_DUO52HI53LO:M09
200253,DOS016_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS016_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS016_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS016_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
200600,DOS017_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS017_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS017_VCAP_24H_X3_B3_DUO52HI53LO:M09
200954,DOS017_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS017_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS017_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS017_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
201307,DOS018_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS018_VCAP_24H_X2_B3_DUO52HI53LO:M09
201660,DOS018_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS018_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS018_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS018_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
202010,DOS019_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS019_VCAP_24H_X3_B3_DUO52HI53LO:M09
202361,DOS019_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS019_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS019_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
202711,DOS020_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS020_VCAP_24H_X3_B3_DUO52HI53LO:M09
203065,DOS020_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS020_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS020_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS020_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
203418,DOS021_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS021_VCAP_24H_X2_B3_DUO52HI53LO:M09
203768,DOS022_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS022_VCAP_24H_X2_B3_DUO52HI53LO:M09
204119,DOS022_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS022_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS022_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
204822,DOS023_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS023_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS023_VCAP_6H_X3_F1B6_DUO52HI53LO:M09|DOS023_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
205520,DOS024_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS024_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS024_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
205872,DOS025_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS025_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS025_VCAP_24H_X3_B3_DUO52HI53LO:M09
206227,DOS025_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS025_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS025_VCAP_6H_X4_F1B6_DUO52HI53LO:M09|DOS025_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
206935,DOS026_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS026_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS026_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS026_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
207287,DOS027_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS027_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS027_VCAP_24H_X2_B2_DUO52HI53LO:M09|DOS027_VCAP_24H_X3_B3_DUO52HI53LO:M09
207647,DOS027_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS027_VCAP_6H_X1_F1B6_DUO52HI53LO:M09|DOS027_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
207995,DOS028_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS028_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS028_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS028_VCAP_24H_X3_B3_DUO52HI53LO:M09
208346,DOS028_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS028_VCAP_6H_X2_F1B6_DUO52HI53LO:M09|DOS028_VCAP_6H_X3_F1B6_DUO52HI53LO:M09|DOS028_VCAP_6H_X5_F1B6_DUO52HI53LO:M09
208699,DOS029_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS029_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS029_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS029_VCAP_24H_X3_B3_DUO52HI53LO:M09
209049,DOS030_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,DOS030_VCAP_24H_X1_B2_DUO53HI52LO:M09|DOS030_VCAP_24H_X2_B3_DUO52HI53LO:M09|DOS030_VCAP_24H_X3_B3_DUO52HI53LO:M09
209401,DOS030_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,DOS030_VCAP_6H_X4_F1B6_DUO52HI53LO:M09
247002,ERG005_VCAP_24H:BRD-A19500257-001-01-3:1,BRD-A19500257,geldanamycin,trt_cp,VCAP,1.0,µM,1 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:I10|ERG005_VCAP_24H_X1_B1_UNI5253L:L10|ERG005_VCAP_24H_X1_B1_UNI5253R:E15|ERG005_VCAP_24H_X1_B1_UNI5253R:H15
247003,ERG005_VCAP_24H:BRD-A19500257-001-01-3:20,BRD-A19500257,geldanamycin,trt_cp,VCAP,20.0,µM,20 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:K10|ERG005_VCAP_24H_X1_B1_UNI5253L:N10|ERG005_VCAP_24H_X1_B1_UNI5253R:C15|ERG005_VCAP_24H_X1_B1_UNI5253R:F15
247004,ERG005_VCAP_24H:BRD-A19500257-001-01-3:5,BRD-A19500257,geldanamycin,trt_cp,VCAP,5.0,µM,5 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:J10|ERG005_VCAP_24H_X1_B1_UNI5253L:M10|ERG005_VCAP_24H_X1_B1_UNI5253R:D15|ERG005_VCAP_24H_X1_B1_UNI5253R:G15
247005,ERG005_VCAP_24H:BRD-A39996500-001-01-4:1,BRD-A39996500,radicicol,trt_cp,VCAP,1.0,µM,1 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:I11|ERG005_VCAP_24H_X1_B1_UNI5253L:L11|ERG005_VCAP_24H_X1_B1_UNI5253R:E14|ERG005_VCAP_24H_X1_B1_UNI5253R:H14
247006,ERG005_VCAP_24H:BRD-A39996500-001-01-4:20,BRD-A39996500,radicicol,trt_cp,VCAP,20.0,µM,20 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:K11|ERG005_VCAP_24H_X1_B1_UNI5253L:N11|ERG005_VCAP_24H_X1_B1_UNI5253R:C14|ERG005_VCAP_24H_X1_B1_UNI5253R:F14
247007,ERG005_VCAP_24H:BRD-A39996500-001-01-4:5,BRD-A39996500,radicicol,trt_cp,VCAP,5.0,µM,5 µM,24,h,24 h,ERG005_VCAP_24H_X1_B1_UNI5253L:J11|ERG005_VCAP_24H_X1_B1_UNI5253L:M11|ERG005_VCAP_24H_X1_B1_UNI5253R:D14|ERG005_VCAP_24H_X1_B1_UNI5253R:G14
247084,ERG005_VCAP_48H:BRD-A19500257-001-01-3:1,BRD-A19500257,geldanamycin,trt_cp,VCAP,1.0,µM,1 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:I10|ERG005_VCAP_48H_X1_B1_UNI5253L:L10|ERG005_VCAP_48H_X1_B1_UNI5253R:E15|ERG005_VCAP_48H_X1_B1_UNI5253R:H15
247085,ERG005_VCAP_48H:BRD-A19500257-001-01-3:20,BRD-A19500257,geldanamycin,trt_cp,VCAP,20.0,µM,20 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:K10|ERG005_VCAP_48H_X1_B1_UNI5253L:N10|ERG005_VCAP_48H_X1_B1_UNI5253R:C15|ERG005_VCAP_48H_X1_B1_UNI5253R:F15
247086,ERG005_VCAP_48H:BRD-A19500257-001-01-3:5,BRD-A19500257,geldanamycin,trt_cp,VCAP,5.0,µM,5 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:J10|ERG005_VCAP_48H_X1_B1_UNI5253L:M10|ERG005_VCAP_48H_X1_B1_UNI5253R:D15|ERG005_VCAP_48H_X1_B1_UNI5253R:G15
247087,ERG005_VCAP_48H:BRD-A39996500-001-01-4:1,BRD-A39996500,radicicol,trt_cp,VCAP,1.0,µM,1 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:I11|ERG005_VCAP_48H_X1_B1_UNI5253L:L11|ERG005_VCAP_48H_X1_B1_UNI5253R:E14|ERG005_VCAP_48H_X1_B1_UNI5253R:H14
247088,ERG005_VCAP_48H:BRD-A39996500-001-01-4:20,BRD-A39996500,radicicol,trt_cp,VCAP,20.0,µM,20 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:K11|ERG005_VCAP_48H_X1_B1_UNI5253L:N11|ERG005_VCAP_48H_X1_B1_UNI5253R:C14|ERG005_VCAP_48H_X1_B1_UNI5253R:F14
247089,ERG005_VCAP_48H:BRD-A39996500-001-01-4:5,BRD-A39996500,radicicol,trt_cp,VCAP,5.0,µM,5 µM,48,h,48 h,ERG005_VCAP_48H_X1_B1_UNI5253L:J11|ERG005_VCAP_48H_X1_B1_UNI5253L:M11|ERG005_VCAP_48H_X1_B1_UNI5253R:D14|ERG005_VCAP_48H_X1_B1_UNI5253R:G14
247173,ERG005_VCAP_6H:BRD-A19500257-001-01-3:1,BRD-A19500257,geldanamycin,trt_cp,VCAP,1.0,µM,1 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:I10|ERG005_VCAP_6H_X1_B1_UNI5253L:L10|ERG005_VCAP_6H_X1_B1_UNI5253R:E15|ERG005_VCAP_6H_X1_B1_UNI5253R:H15
247174,ERG005_VCAP_6H:BRD-A19500257-001-01-3:20,BRD-A19500257,geldanamycin,trt_cp,VCAP,20.0,µM,20 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:K10|ERG005_VCAP_6H_X1_B1_UNI5253L:N10|ERG005_VCAP_6H_X1_B1_UNI5253R:C15|ERG005_VCAP_6H_X1_B1_UNI5253R:F15
247175,ERG005_VCAP_6H:BRD-A19500257-001-01-3:5,BRD-A19500257,geldanamycin,trt_cp,VCAP,5.0,µM,5 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:J10|ERG005_VCAP_6H_X1_B1_UNI5253L:M10|ERG005_VCAP_6H_X1_B1_UNI5253R:D15|ERG005_VCAP_6H_X1_B1_UNI5253R:G15
247176,ERG005_VCAP_6H:BRD-A39996500-001-01-4:1,BRD-A39996500,radicicol,trt_cp,VCAP,1.0,µM,1 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:I11|ERG005_VCAP_6H_X1_B1_UNI5253L:L11|ERG005_VCAP_6H_X1_B1_UNI5253R:E14|ERG005_VCAP_6H_X1_B1_UNI5253R:H14
247177,ERG005_VCAP_6H:BRD-A39996500-001-01-4:20,BRD-A39996500,radicicol,trt_cp,VCAP,20.0,µM,20 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:K11|ERG005_VCAP_6H_X1_B1_UNI5253L:N11|ERG005_VCAP_6H_X1_B1_UNI5253R:C14|ERG005_VCAP_6H_X1_B1_UNI5253R:F14
247178,ERG005_VCAP_6H:BRD-A39996500-001-01-4:5,BRD-A39996500,radicicol,trt_cp,VCAP,5.0,µM,5 µM,6,h,6 h,ERG005_VCAP_6H_X1_B1_UNI5253L:J11|ERG005_VCAP_6H_X1_B1_UNI5253L:M11|ERG005_VCAP_6H_X1_B1_UNI5253R:D14|ERG005_VCAP_6H_X1_B1_UNI5253R:G14
247357,ERG010_VCAP_24H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,24,h,24 h,ERG010_VCAP_24H_X1_B7_DUO52HI53LO:J16|ERG010_VCAP_24H_X2_B7_DUO52HI53LO:J16|ERG010_VCAP_24H_X3_B7_DUO52HI53LO:J16
247358,ERG010_VCAP_24H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG010_VCAP_24H_X1_B7_DUO52HI53LO:J15|ERG010_VCAP_24H_X2_B7_DUO52HI53LO:J15|ERG010_VCAP_24H_X3_B7_DUO52HI53LO:J15
247359,ERG010_VCAP_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG010_VCAP_24H_X1_B7_DUO52HI53LO:I15|ERG010_VCAP_24H_X2_B7_DUO52HI53LO:I15|ERG010_VCAP_24H_X3_B7_DUO52HI53LO:I15
247360,ERG010_VCAP_24H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG010_VCAP_24H_X1_B7_DUO52HI53LO:I16|ERG010_VCAP_24H_X2_B7_DUO52HI53LO:I16|ERG010_VCAP_24H_X3_B7_DUO52HI53LO:I16
247725,ERG010_VCAP_6H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,6,h,6 h,ERG010_VCAP_6H_X1_B7_DUO52HI53LO:J16|ERG010_VCAP_6H_X2_B7_DUO52HI53LO:J16
247726,ERG010_VCAP_6H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG010_VCAP_6H_X1_B7_DUO52HI53LO:J15|ERG010_VCAP_6H_X2_B7_DUO52HI53LO:J15
247727,ERG010_VCAP_6H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG010_VCAP_6H_X1_B7_DUO52HI53LO:I15|ERG010_VCAP_6H_X2_B7_DUO52HI53LO:I15
247728,ERG010_VCAP_6H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG010_VCAP_6H_X1_B7_DUO52HI53LO:I16|ERG010_VCAP_6H_X2_B7_DUO52HI53LO:I16
248094,ERG011_VCAP_24H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:J16|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:J16|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:J16
248095,ERG011_VCAP_24H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:J15|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:J15|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:J15
248096,ERG011_VCAP_24H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:I15|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:I15|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:I15
248097,ERG011_VCAP_24H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:I16|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:I16|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:I16
248345,ERG011_VCAP_24H:BRD-K69023402-001-05-8:0.4,BRD-K69023402,thapsigargin,trt_cp,VCAP,0.4,µM,500 nM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:J12|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:J12|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:J12
248346,ERG011_VCAP_24H:BRD-K69023402-001-05-8:10,BRD-K69023402,thapsigargin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:J08|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:J08|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:J08
248347,ERG011_VCAP_24H:BRD-K69023402-001-05-8:2,BRD-K69023402,thapsigargin,trt_cp,VCAP,2.0,µM,1 µM,24,h,24 h,ERG011_VCAP_24H_X1_B7_DUO52HI53LO:J10|ERG011_VCAP_24H_X2_B7_DUO52HI53LO:J10|ERG011_VCAP_24H_X3_B7_DUO52HI53LO:J10
248452,ERG011_VCAP_6H:BRD-A19500257-001-01-3:0.08,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.08,µM,100 nM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:J16|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:J16
248453,ERG011_VCAP_6H:BRD-A19500257-001-01-3:0.4,BRD-A19500257,geldanamycin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:J15|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:J15
248454,ERG011_VCAP_6H:BRD-A19500257-001-01-3:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:I15|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:I15
248455,ERG011_VCAP_6H:BRD-A19500257-001-01-3:2,BRD-A19500257,geldanamycin,trt_cp,VCAP,2.0,µM,1 µM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:I16|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:I16
248706,ERG011_VCAP_6H:BRD-K69023402-001-05-8:0.4,BRD-K69023402,thapsigargin,trt_cp,VCAP,0.4,µM,500 nM,6,h,6 h,ERG011_VCAP_6H_X2_B7_DUO52HI53LO:J12|ERG011_VCAP_6H_X3_B7_DUO52HI53LO:J12
