"","exp1","exp2","Jc"
"1232","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.0340646651270208
"1233","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.245
"1234","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.160550458715596
"1235","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.231527093596059
"1236","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.306306306306306
"1237","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.221153846153846
"1238","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.314009661835749
"1239","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.191588785046729
"1240","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",0.450261780104712
"1241","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.043272080616479
"1242","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.199288256227758
"1243","radicicol_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.156626506024096
"1244","radicicol_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.275555555555556
"1245","radicicol_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.123809523809524
"1246","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.153191489361702
"1247","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.247663551401869
"1248","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.228971962616822
"1249","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.377049180327869
"1250","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.405286343612335
"1251","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",1
"1252","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.155963302752294
"1253","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.158590308370044
"1254","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",0.293103448275862
"1255","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.151260504201681
"1256","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.144404332129964
"1257","radicicol_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.0362017804154303
"1258","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.162790697674419
"1259","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.254464285714286
"1260","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.200913242009132
"1261","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.131221719457014
"1262","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.1931330472103
"1263","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.199095022624434
"1264","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.228915662650602
"1265","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.111587982832618
"1266","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0364614465032875
"1267","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.138983050847458
"1268","radicicol_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.159836065573771
"1269","radicicol_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.389380530973451
"1270","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.20746887966805
"1271","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.125560538116592
"1272","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.179916317991632
"1273","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",0.210280373831776
"1274","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.193308550185874
"1275","radicicol_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.189189189189189
"1276","radicicol_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.201834862385321
"1277","radicicol_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.200934579439252
"1278","radicicol_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.260606060606061
"1279","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.13
"1280","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.197309417040359
"1281","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.02602010644589
"1282","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.213836477987421
"1283","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.208588957055215
"1284","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.2125
"1285","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.125
"1286","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.222222222222222
"1287","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.206703910614525
"1288","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.191616766467066
"1289","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.157068062827225
"1290","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0339805825242718
"1291","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.137651821862348
"1292","radicicol_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.16
"1293","radicicol_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.215789473684211
"1294","radicicol_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.208053691275168
"1295","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.201117318435754
"1296","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.263473053892216
"1297","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.239520958083832
"1298","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.138211382113821
"1299","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.153508771929825
"1300","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.155963302752294
"1301","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",1
"1302","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.246987951807229
"1303","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.184466019417476
"1304","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.204419889502762
"1305","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.12987012987013
"1306","radicicol_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0304878048780488
"1307","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.14018691588785
"1308","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.25
"1309","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.189655172413793
"1310","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.190184049079755
"1311","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.206521739130435
"1312","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.135869565217391
"1313","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.146788990825688
"1314","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.245398773006135
"1315","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0269277845777234
"1316","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.206896551724138
"1317","radicicol_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.201058201058201
"1318","radicicol_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.18348623853211
"1319","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.236842105263158
"1320","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.189024390243902
"1321","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.228260869565217
"1322","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.146892655367232
"1323","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.157205240174672
"1324","spiperone_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.155
"1325","spiperone_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.156779661016949
"1326","spiperone_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.218181818181818
"1327","spiperone_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.280701754385965
"1328","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.117924528301887
"1329","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.130081300813008
"1330","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0288744843842074
"1331","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.159090909090909
"1332","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.216374269005848
"1333","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.15819209039548
"1334","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.13953488372093
"1335","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.174157303370787
"1336","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.170103092783505
"1337","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.153846153846154
"1338","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.131707317073171
"1339","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0232696897374702
"1340","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.172690763052209
"1341","spiperone_HEPG2_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.221105527638191
"1342","spiperone_HEPG2_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.180487804878049
"1343","spiperone_HEPG2_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.224358974358974
"1344","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.202127659574468
"1345","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.233333333333333
"1346","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.211111111111111
"1347","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.145669291338583
"1348","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.223214285714286
"1349","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.158590308370044
"1350","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.246987951807229
"1351","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",1
"1352","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.148648648648649
"1353","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.180412371134021
"1354","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.12396694214876
"1355","spiperone_HEPG2_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0265540132770066
"1356","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.138392857142857
"1357","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.18
"1358","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.184782608695652
"1359","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.17816091954023
"1360","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.226315789473684
"1361","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.164021164021164
"1362","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.16
"1363","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.188888888888889
"1364","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0267477203647416
"1365","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.13671875
"1366","spiperone_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.300546448087432
"1367","spiperone_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.251162790697674
"1368","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.242424242424242
"1369","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.226190476190476
"1370","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.203045685279188
"1371","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.188888888888889
"1372","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.179487179487179
"1373","spiperone_HEPG2_24 h_3 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.252336448598131
"1374","spiperone_HEPG2_24 h_3 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.131386861313869
"1375","spiperone_HEPG2_24 h_3 µM","brefeldin-a_HEPG2_6 h_10 µM",0.177606177606178
"1376","spiperone_HEPG2_24 h_3 µM","brefeldin-a_HEPG2_6 h_100 nM",0.158371040723982
"1377","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.04 um",0.274418604651163
"1378","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.23046875
"1379","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0282583621683968
"1380","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.147619047619048
"1381","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.37 um",0.195121951219512
"1382","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.146919431279621
"1383","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_1.11 um",0.179916317991632
"1384","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.149532710280374
"1385","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_10 µM",0.227906976744186
"1386","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_10.0 um",0.138248847926267
"1387","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_3.33 um",0.23394495412844
"1388","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.037914691943128
"1389","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_6 h_10 µM",0.146341463414634
"1390","spiperone_HEPG2_24 h_3 µM","mitomycin-c_HCC515_24 h_10 µM",0.152263374485597
"1391","spiperone_HEPG2_24 h_3 µM","mitomycin-c_HCC515_6 h_10 µM",0.251121076233184
"1392","spiperone_HEPG2_24 h_3 µM","quercetin_HEPG2_6 h_10 µM",0.14572864321608
"1393","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.04 um",0.246445497630332
"1394","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.12 um",0.210280373831776
"1395","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.37 um",0.164383561643836
"1396","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_1.11 um",0.237735849056604
"1397","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_10.0 um",0.224409448818898
"1398","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_3.33 um",0.293103448275862
"1399","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_6 h_10 µM",0.184466019417476
"1400","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_24 h_10 µM",0.148648648648649
"1401","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_24 h_3 µM",1
"1402","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_6 h_10 µM",0.151515151515152
"1403","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_6 h_3 µM",0.179389312977099
"1404","spiperone_HEPG2_24 h_3 µM","temozolomide_HEPG2_6 h_10 µM",0.038231780167264
"1405","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.19672131147541
"1406","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.213333333333333
"1407","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.175115207373272
"1408","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.146919431279621
"1409","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.216216216216216
"1410","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.12719298245614
"1411","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.278969957081545
"1412","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.178403755868545
"1413","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0366366366366366
"1414","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.175627240143369
"1415","spiperone_HEPG2_24 h_3 µM","thapsigargin_HEPG2_6 h_10 µM",0.195652173913043
"1416","spiperone_HEPG2_24 h_3 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.228915662650602
"1417","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_24 h_20 µM",0.225108225108225
"1418","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_24 h_5 µM",0.151658767772512
"1419","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_10 µM",0.191304347826087
"1420","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_20 µM",0.167441860465116
"1421","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_5 µM",0.176691729323308
"1422","spiperone_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.260416666666667
"1423","spiperone_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.218884120171674
"1424","spiperone_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.167364016736402
"1425","spiperone_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.204188481675393
"1426","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.164319248826291
"1427","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.224576271186441
"1428","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0317087492660012
"1429","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.295180722891566
"1430","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.158730158730159
"1431","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.248554913294798
"1432","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.185185185185185
"1433","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.264367816091954
"1434","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.259259259259259
"1435","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.241573033707865
"1436","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.191176470588235
"1437","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0385078219013237
"1438","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.174418604651163
"1439","spiperone_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.239024390243902
"1440","spiperone_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.15
"1441","spiperone_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.246913580246914
"1442","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.190954773869347
"1443","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.23936170212766
"1444","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.186528497409326
"1445","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.14828897338403
"1446","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.172839506172839
"1447","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.151260504201681
"1448","spiperone_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.204419889502762
"1449","spiperone_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.180412371134021
"1450","spiperone_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.151515151515152
"1451","spiperone_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",1
"1452","spiperone_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.199152542372881
"1453","spiperone_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0276110444177671
"1454","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.176991150442478
"1455","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.176190476190476
"1456","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.265193370165746
"1457","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.167567567567568
"1458","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.244897959183673
"1459","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.155
"1460","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.214285714285714
"1461","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.19047619047619
"1462","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0296789824348879
"1463","spiperone_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.175097276264591
"1464","spiperone_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.169014084507042
"1465","spiperone_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.228070175438596
"1466","spiperone_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.272277227722772
"1467","spiperone_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.172972972972973
"1468","spiperone_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.233830845771144
"1469","spiperone_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.130653266331658
"1470","spiperone_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.161943319838057
"1471","spiperone_HEPG2_6 h_3 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.239130434782609
"1472","spiperone_HEPG2_6 h_3 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.224719101123595
"1473","spiperone_HEPG2_6 h_3 µM","brefeldin-a_HEPG2_6 h_10 µM",0.133802816901408
"1474","spiperone_HEPG2_6 h_3 µM","brefeldin-a_HEPG2_6 h_100 nM",0.192139737991266
"1475","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.04 um",0.110687022900763
"1476","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.189964157706093
"1477","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.12 um",0.054481546572935
"1478","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.222748815165877
"1479","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.37 um",0.110169491525424
"1480","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.221698113207547
"1481","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_1.11 um",0.172549019607843
"1482","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.168888888888889
"1483","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_10 µM",0.232456140350877
"1484","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_10.0 um",0.123404255319149
"1485","spiperone_HEPG2_6 h_3 µM","geldanamycin_HEPG2_24 h_3.33 um",0.153225806451613
