pr_gene_id,pr_gene_symbol
9355,LHX2
5626,PROP1
8647,ABCB11
8811,GALR2
8756,ADAM7
3805,KIR2DL4
8646,CHRD
8111,GPR68
6452,SH3BP2
171558,PTCRA
5697,PYY
27332,ZNF638
8820,HESX1
6899,TBX1
2992,GYG1
140597,TCEAL2
1022,CDK7
213,ALB
5142,PDE4B
219595,FOLH1B
2204,FCAR
8480,RAE1
10076,PTPRU
3708,ITPR1
27229,TUBGCP4
3440,IFNA2
3702,ITK
4162,MCAM
5457,POU4F1
26103,LRIT1
229,ALDOB
834,CASP1
7850,IL1R2
5478,PPIA
10579,TACC2
22884,WDR37
6799,SULT1A2
9103,FCGR2C
3451,IFNA17
51124,IER3IP1
92086,GGTLC1
5979,RET
6309,SC5D
5265,SERPINA1
7301,TYRO3
9034,CCRL2
7201,TRHR
64816,CYP3A43
83955,NACAP1
353299,RGSL1
645745,MT1HL1
90665,TBL1Y
84107,ZIC4
839,CASP6
10663,CXCR6
6819,SULT1C2
9609,RAB36
5269,SERPINB6
573,BAG1
3358,HTR2C
6579,SLCO1A2
1826,DSCAM
3696,ITGB8
148,ADRA1A
5132,PDC
5600,MAPK11
51552,RAB14
652,BMP4
2798,GNRHR
51750,RTEL1
3135,HLA-G
2260,FGFR1
3306,HSPA2
2692,GHRHR
317,APAF1
2983,GUCY1B3
212,ALAS2
1432,MAPK14
8725,URI1
8572,PDLIM4
5913,RAPSN
6573,SLC19A1
6198,RPS6KB1
775,CACNA1C
64963,MRPS11
26018,LRIG1
84525,HOPX
2118,ETV4
9001,HAP1
10128,LRPPRC
248,ALPI
2091,FBL
1814,DRD3
64582,GPR135
5724,PTAFR
7417,VDAC2
5730,PTGDS
6122,RPL3
5328,PLAU
10214,SSX3
29969,MDFIC
3459,IFNGR1
54490,UGT2B28
1781,DYNC1I2
83988,NCALD
84549,MAK16
3811,KIR3DL1
7113,TMPRSS2
27113,BBC3
83942,TSSK1B
7216,TRO
84669,USP32
83941,TM2D1
9657,IQCB1
6320,CLEC11A
5728,PTEN
8416,ANXA9
622,BDH1
91369,ANKRD40
90233,ZNF551
54468,MIOS
637,BID
2327,FMO2
8372,HYAL3
644,BLVRA
5441,POLR2L
2205,FCER1A
10136,CELA3A
5553,PRG2
23658,LSM5
84790,TUBA1C
374291,NDUFS7
6013,RLN1
10478,SLC25A17
515,ATP5F1
5744,PTHLH
10190,TXNDC9
3838,KPNA2
7321,UBE2D1
5408,PNLIPRP2
84296,GINS4
5452,POU2F2
80317,ZKSCAN3
25974,MMACHC
58495,OVOL2
1639,DCTN1
9112,MTA1
1973,EIF4A1
11219,TREX2
10152,ABI2
2533,FYB
3107,HLA-C
7375,USP4
56101,PCDHGB5
1305,COL13A1
56142,PCDHA6
8706,B3GALNT1
23043,TNIK
56143,PCDHA5
1551,CYP3A7
5818,PVRL1
940,CD28
51343,FZR1
56139,PCDHA10
56145,PCDHA3
56107,PCDHGA9
56106,PCDHGA10
56114,PCDHGA1
23544,SEZ6L
2047,EPHB1
6318,SERPINB4
4640,MYO1A
7852,CXCR4
57573,ZNF471
4627,MYH9
1778,DYNC1H1
220988,HNRNPA3
23193,GANAB
23204,ARL6IP1
3309,HSPA5
1975,EIF4B
3688,ITGB1
23215,PRRC2C
23352,UBR4
3843,IPO5
3488,IGFBP5
7879,RAB7A
677,ZFP36L1
10092,ARPC5
1284,COL4A2
114908,TMEM123
3320,HSP90AA1
6175,RPLP0
3516,RBPJ
84364,ARFGAP2
57720,GPR107
1282,COL4A1
23214,XPO6
79026,AHNAK
7155,TOP2B
6605,SMARCE1
3113,HLA-DPA1
65125,WNK1
3021,H3F3B
26099,SZRD1
23190,UBXN4
55573,CDV3
7837,PXDN
130074,FAM168B
26156,RSL1D1
4288,MKI67
2314,FLII
58517,RBM25
53635,PTOV1
23265,EXOC7
5411,PNN
9114,ATP6V0D1
10618,TGOLN2
5595,MAPK3
26001,RNF167
8565,YARS
147179,WIPF2
23042,PDXDC1
23061,TBC1D9B
23199,GSE1
23350,U2SURP
26133,TRPC4AP
10079,ATP9A
4150,MAZ
9736,USP34
715,C1R
84726,PRRC2B
9289,ADGRG1
1457,CSNK2A1
23353,SUN1
4297,KMT2A
7916,PRRC2A
4637,MYL6
113419,TEX261
293,SLC25A6
4000,LMNA
26284,ERAL1
23203,PMPCA
2907,GRINA
23089,PEG10
57509,MTUS1
388,RHOB
84271,POLDIP3
23633,KPNA6
23197,FAF2
23516,SLC39A14
23673,STX12
552889,ATXN7L3B
90861,HN1L
5987,TRIM27
26123,TCTN3
23433,RHOQ
57178,ZMIZ1
23468,CBX5
5905,RANGAP1
81614,NIPA2
23187,PHLDB1
493,ATP2B4
23367,LARP1
10985,GCN1
23244,PDS5A
3486,IGFBP3
25777,SUN2
23107,MRPS27
23207,PLEKHM2
5087,PBX1
23167,EFR3A
23126,POGZ
6383,SDC2
149603,RNF187
23339,VPS39
161,AP2A2
11260,XPOT
57498,KIDINS220
92703,TMEM183A
23039,XPO7
6598,SMARCB1
11328,FKBP9
25957,PNISR
1399,CRKL
11163,NUDT4
23118,TAB2
4502,MT2A
31,ACACA
25839,COG4
5270,SERPINE2
6137,RPL13
115207,KCTD12
3572,IL6ST
9777,TM9SF4
114932,MRFAP1L1
23141,ANKLE2
10410,IFITM3
25963,TMEM87A
94239,H2AFV
23389,MED13L
26057,ANKRD17
26173,INTS1
4976,OPA1
9581,PREPL
2194,FASN
23198,PSME4
216,ALDH1A1
57017,COQ9
23014,FBXO21
23360,FNBP4
3872,KRT17
171023,ASXL1
7277,TUBA4A
90411,MCFD2
23165,NUP205
5295,PIK3R1
92140,MTDH
667,DST
27032,ATP2C1
55568,GALNT10
57326,PBXIP1
26058,GIGYF2
23063,WAPL
8888,MCM3AP
5594,MAPK1
23175,LPIN1
23192,ATG4B
27346,TMEM97
375790,AGRN
23253,ANKRD12
23512,SUZ12
23048,FNBP1
204851,HIPK1
55970,GNG12
6541,SLC7A1
10213,PSMD14
79572,ATP13A3
8829,NRP1
91754,NEK9
200081,TXLNA
23168,RTF1
23122,CLASP2
375056,MIA3
23231,SEL1L3
598,BCL2L1
91782,CHMP7
9905,SGSM2
8879,SGPL1
55187,VPS13D
22998,LIMCH1
22937,SCAP
7027,TFDP1
5934,RBL2
25940,FAM98A
2799,GNS
2036,EPB41L1
4642,MYO1D
286451,YIPF6
23213,SULF1
64764,CREB3L2
10608,MXD4
23028,KDM1A
23509,POFUT1
23216,TBC1D1
8893,EIF2B5
23351,KHNYN
25999,CLIP3
23053,ZSWIM8
271,AMPD2
488,ATP2A2
4430,MYO1B
23036,ZNF292
10116,FEM1B
171017,ZNF384
51029,DESI2
4628,MYH10
57634,EP400
2618,GART
23070,CMTR1
535,ATP6V0A1
6925,TCF4
23358,USP24
9659,PDE4DIP
6305,SBF1
23065,EMC1
5962,RDX
9686,VGLL4
399665,FAM102A
728642,CDK11A
23091,ZC3H13
89910,UBE3B
55251,PCMTD2
26092,TOR1AIP1
221154,MICU2
92856,IMP4
1997,ELF1
219654,ZCCHC24
22984,PDCD11
23392,KIAA0368
2976,GTF3C2
55544,RBM38
80273,GRPEL1
6187,RPS2
51592,TRIM33
1059,CENPB
9807,IP6K1
11017,SNRNP27
9778,KIAA0232
23218,NBEAL2
253782,CERS6
25948,KBTBD2
23327,NEDD4L
9728,SECISBP2L
26128,KIF1BP
91746,YTHDC1
23277,CLUH
200734,SPRED2
171546,SPTSSA
23522,KAT6B
2335,FN1
84193,SETD3
23317,DNAJC13
9043,SPAG9
9645,MICAL2
23080,AVL9
23527,ACAP2
23384,SPECC1L
64795,RMND5A
23131,GPATCH8
1289,COL5A1
29072,SETD2
23371,TNS2
84890,ADO
1051,CEBPB
22982,DIP2C
23383,MAU2
8301,PICALM
23505,TMEM131
64112,MOAP1
439921,MXRA7
23171,GPD1L
10498,CARM1
23032,USP33
1654,DDX3X
8455,ATRN
23396,PIP5K1C
7324,UBE2E1
5151,PDE8A
23111,SPG20
27351,DESI1
124801,LSM12
140609,NEK7
3934,LCN2
7465,WEE1
7572,ZNF24
23200,ATP11B
6139,RPL17
23348,DOCK9
9557,CHD1L
997,CDC34
80308,FLAD1
55023,PHIP
202,AIM1
9326,ZNHIT3
8019,BRD3
285527,FRYL
10486,CAP2
3241,HPCAL1
23248,RPRD2
23513,SCRIB
26036,ZNF451
10252,SPRY1
5575,PRKAR1B
6653,SORL1
23258,DENND5A
23246,BOP1
23052,ENDOD1
57680,CHD8
23012,STK38L
91304,TMEM259
23295,MGRN1
23347,SMCHD1
9716,AQR
114882,OSBPL8
22800,RRAS2
23029,RBM34
3512,JCHAIN
27250,PDCD4
9802,DAZAP2
10042,HMGXB4
26053,AUTS2
23140,ZZEF1
10240,MRPS31
23001,WDFY3
10000,AKT3
5781,PTPN11
23220,DTX4
23186,RCOR1
11118,BTN3A2
84159,ARID5B
80205,CHD9
23060,ZNF609
23306,NEMP1
440026,TMEM41B
1123,CHN1
8677,STX10
3183,HNRNPC
23016,EXOSC7
5586,PKN2
11336,EXOC3
8417,STX7
23376,UFL1
3842,TNPO1
9444,QKI
11059,WWP1
201562,HACD2
3097,HIVEP2
93487,MAPK1IP1L
23180,RFTN1
6237,RRAS
54505,DHX29
9886,RHOBTB1
8723,SNX4
23301,EHBP1
23174,ZCCHC14
3557,IL1RN
10184,LHFPL2
23338,JADE2
5817,PVR
10382,TUBB4A
25976,TIPARP
57154,SMURF1
6678,SPARC
818,CAMK2G
2006,ELN
472,ATM
23173,METAP1
23177,CEP68
4763,NF1
26472,PPP1R14B
23136,EPB41L3
91289,LMF2
7551,ZNF3
26608,TBL2
57460,PPM1H
3987,LIMS1
5291,PIK3CB
55818,KDM3A
23259,DDHD2
23511,NUP188
987,LRBA
23195,MDN1
5096,PCCB
1408,CRY2
6047,RNF4
162427,FAM134C
151011,SEPT10
192683,SCAMP5
83660,TLN2
23299,BICD2
23318,ZCCHC11
57104,PNPLA2
10156,RASA4
339287,MSL1
23279,NUP160
157922,CAMSAP1
4239,MFAP4
113251,LARP4
57553,MICAL3
9842,PLEKHM1
10914,PAPOLA
23239,PHLPP1
140890,SREK1
23210,JMJD6
390,RND3
55000,TUG1
5253,PHF2
1741,DLG3
23336,SYNM
157567,ANKRD46
55384,MEG3
9711,RUBCN
89927,C16orf45
2760,GM2A
84986,ARHGAP19
4833,NME4
30849,PIK3R4
4128,MAOA
27246,RNF115
585,BBS4
23294,ANKS1A
57591,MKL1
25898,RCHY1
7334,UBE2N
23332,CLASP1
10336,PCGF3
23041,MON2
23304,UBR2
6935,ZEB1
23271,CAMSAP2
92170,MTG1
10562,OLFM4
221061,FAM171A1
20,ABCA2
10472,ZBTB18
23363,OBSL1
6654,SOS1
23241,PACS2
84162,KIAA1109
5930,RBBP6
5439,POLR2J
23152,CIC
51574,LARP7
23274,CLEC16A
56252,YLPM1
23310,NCAPD3
127703,C1orf216
23333,DPY19L1
23500,DAAM2
23325,KIAA1033
23102,TBC1D2B
57037,ANKMY2
10228,STX6
11113,CIT
4665,NAB2
26130,GAPVD1
158471,PRUNE2
6272,SORT1
84901,NFATC2IP
6509,SLC1A4
256987,SERINC5
83700,JAM3
23382,AHCYL2
10973,ASCC3
875,CBS
51665,ASB1
23312,DMXL2
57493,HEG1
26030,PLEKHG3
8939,FUBP3
22976,PAXIP1
5305,PIP4K2A
1955,MEGF9
9793,CKAP5
91137,SLC25A46
10714,POLD3
23172,FAM175B
23268,DNMBP
8495,PPFIBP2
4684,NCAM1
23034,SAMD4A
23076,RRP1B
84909,C9orf3
8312,AXIN1
4038,LRP4
23142,DCUN1D4
23151,GRAMD4
124222,PAQR4
4493,MT1E
84243,ZDHHC18
84975,MFSD5
8760,CDS2
7373,COL14A1
203069,R3HCC1
10499,NCOA2
6655,SOS2
8550,MAPKAPK5
9477,MED20
23526,HMHA1
25966,C2CD2
23335,WDR7
51588,PIAS4
23276,KLHL18
10199,MPHOSPH10
26112,CCDC69
10484,SEC23A
23405,DICER1
124565,SLC38A10
90480,GADD45GIP1
8427,ZNF282
26009,ZZZ3
6832,SUPV3L1
23517,SKIV2L2
9675,TTI1
23097,CDK19
10802,SEC24A
57470,LRRC47
23283,CSTF2T
57476,GRAMD1B
7779,SLC30A1
23341,DNAJC16
116372,LYPD1
57215,THAP11
6196,RPS6KA2
23492,CBX7
23024,PDZRN3
23133,PHF8
167227,DCP2
5978,REST
56950,SMYD2
221749,PXDC1
126353,MISP
23137,SMC5
23270,TSPYL4
6942,TCF20
137886,UBXN2B
83989,FAM172A
57214,CEMIP
9847,C2CD5
23269,MGA
23078,VWA8
23315,SLC9A8
23125,CAMTA2
23397,NCAPH
221395,ADGRF5
8798,DYRK4
5438,POLR2I
23158,TBC1D9
92249,LINC01278
79158,GNPTAB
541578,CXorf40B
23119,HIC2
5986,RFNG
22934,RPIA
22898,DENND3
57007,ACKR3
23507,LRRC8B
9747,TCAF1
23390,ZDHHC17
3265,HRAS
1386,ATF2
259230,SGMS1
8867,SYNJ1
113146,AHNAK2
138151,NACC2
9875,URB1
11011,TLK2
23515,MORC3
23452,ANGPTL2
23514,SPIDR
23189,KANK1
55215,FANCI
4591,TRIM37
112464,PRKCDBP
7167,TPI1
4734,NEDD4
9479,MAPK8IP1
56987,BBX
171586,ABHD3
57798,GATAD1
26953,RANBP6
9527,GOSR1
7402,UTRN
7110,TMF1
55623,THUMPD1
6738,TROVE2
4798,NFRKB
5362,PLXNA2
84942,WDR73
4781,NFIB
23387,SIK3
23243,ANKRD28
489,ATP2A3
6780,STAU1
127544,RNF19B
23370,ARHGEF18
23467,NPTXR
513,ATP5D
9862,MED24
6093,ROCK1
23031,MAST3
6418,SET
253959,RALGAPA1
23242,COBL
56829,ZC3HAV1
5576,PRKAR2A
961,CD47
23150,FRMD4B
91647,ATPAF2
90993,CREB3L1
1117,CHI3L2
123803,NTAN1
196441,ZFC3H1
9853,RUSC2
5286,PIK3C2A
1805,DPT
50626,CYHR1
23503,ZFYVE26
169611,OLFML2A
80271,ITPKC
64848,YTHDC2
90121,TSR2
9278,ZBTB22
11046,SLC35D2
23286,WWC1
23234,DNAJC9
6874,TAF4
23373,CRTC1
5578,PRKCA
57211,ADGRG6
9911,TMCC2
27000,DNAJC2
23357,ANGEL1
10096,ACTR3
90627,STARD13
115939,TSR3
10396,ATP8A1
815,CAMK2A
1287,COL4A5
200576,PIKFYVE
29015,SLC43A3
115201,ATG4A
4752,NEK3
23074,UHRF1BP1L
206358,SLC36A1
85453,TSPYL5
4238,MFAP3
25888,ZNF473
25903,OLFML2B
112950,MED8
7337,UBE3A
10439,OLFM1
27349,MCAT
10950,BTG3
7074,TIAM1
5771,PTPN2
10865,ARID5A
6591,SNAI2
26039,SS18L1
5681,PSKH1
54103,GSAP
257407,C2orf72
144699,FBXL14
23135,KDM6B
3206,HOXA10
989,SEPT7
23067,SETD1B
23302,WSCD1
22990,PCNX1
1794,DOCK2
653784,MZT2A
6670,SP3
9037,SEMA5A
2882,GPX7
10893,MMP24
23508,TTC9
6628,SNRPB
23162,MAPK8IP3
9125,RQCD1
9570,GOSR2
4337,MOCS1
205564,SENP5
23247,KIAA0556
2512,FTL
84864,MINA
91949,COG7
148022,TICAM1
90326,THAP3
6091,ROBO1
201229,LYRM9
23361,ZNF629
460,ASTN1
91,ACVR1B
26005,C2CD3
6855,SYP
7138,TNNT1
9739,SETD1A
10302,SNAPC5
23113,CUL9
23132,RAD54L2
23506,GLTSCR1L
10629,TAF6L
23252,OTUD3
108,ADCY2
92482,BBIP1
23235,SIK2
23236,PLCB1
5495,PPM1B
8622,PDE8B
30850,CDR2L
1762,DMWD
55958,KLHL9
57613,FAM234B
400506,KNOP1
57205,ATP10D
10464,PIBF1
10154,PLXNC1
283638,CEP170B
157680,VPS13B
113178,SCAMP4
107,ADCY1
79987,SVEP1
730101,LOC730101
23194,FBXL7
9644,SH3PXD2A
23112,TNRC6B
115123,MARCH3
7035,TFPI
2296,FOXC1
9881,TRANK1
26278,SACS
23261,CAMTA1
57209,ZNF248
23033,DOPEY1
57146,TMEM159
26011,TENM4
66036,MTMR9
115817,DHRS1
23108,RAP1GAP2
139322,APOOL
6297,SALL2
129642,MBOAT2
23161,SNX13
10346,TRIM22
23130,ATG2A
5198,PFAS
23116,FAM179B
8777,MPDZ
22941,SHANK2
23228,PLCL2
27161,AGO2
57150,SMIM8
91966,CXorf40A
57608,KIAA1462
53405,CLIC5
10196,PRMT3
594,BCKDHB
221443,OARD1
23264,ZC3H7B
6714,SRC
25945,PVRL3
6843,VAMP1
219333,USP12
23380,SRGAP2
10963,STIP1
60676,PAPPA2
55559,HAUS7
25907,TMEM158
57212,TP73-AS1
56929,FEM1C
10413,YAP1
81544,GDPD5
93081,TEX30
6191,RPS4X
23023,TMCC1
23461,ABCA5
10402,ST3GAL6
404672,GTF2H5
23255,MTCL1
23424,TDRD7
340591,CA5BP1
6642,SNX1
112479,ERI2
155060,LOC155060
92211,CDHR1
51460,SFMBT1
11155,LDB3
152559,PAQR3
841,CASP8
26275,HIBCH
22890,ZBTB1
6206,RPS12
27235,COQ2
196740,VSTM4
5331,PLCB3
1124,CHN2
84302,TMEM246
54454,ATAD2B
23211,ZC3H4
286148,DPY19L4
124152,IQCK
84804,MFSD9
23005,MAPKBP1
23209,MLC1
11216,AKAP10
56948,SDR39U1
6907,TBL1X
126208,ZNF787
57403,RAB22A
23035,PHLPP2
26098,EDRF1
53616,ADAM22
11037,STON1
1193,CLIC2
3676,ITGA4
6909,TBX2
3310,HSPA6
323,APBB2
90957,DHX57
54587,MXRA8
23366,KIAA0895
7474,WNT5A
10799,RPP40
1291,COL6A1
80114,BICC1
727897,MUC5B
2054,STX2
23314,SATB2
1268,CNR1
23114,NFASC
10900,RUNDC3A
643641,ZNF862
23144,ZC3H3
3653,IPW
10940,POP1
23308,ICOSLG
7738,ZNF184
92689,FAM114A1
25928,SOSTDC1
9258,MFHAS1
11051,NUDT21
4862,NPAS2
57799,RAB40C
8153,RND2
2068,ERCC2
80055,PGAP1
261734,NPHP4
154881,KCTD7
3683,ITGAL
23254,KAZN
4885,NPTX2
8674,VAMP4
1795,DOCK3
23398,PPWD1
89845,ABCC10
25992,SNED1
10982,MAPRE2
1280,COL2A1
9890,PLPPR4
25841,ABTB2
1181,CLCN2
51,ACOX1
302,ANXA2
10147,SUGP2
2150,F2RL1
220594,USP32P2
122616,C14orf79
10109,ARPC2
5584,PRKCI
3908,LAMA2
9401,RECQL4
26469,PTPN18
898,CCNE1
50486,G0S2
55957,LIN37
146542,ZNF688
92342,METTL18
22930,RAB3GAP1
23178,PASK
7329,UBE2I
915,CD3D
7923,HSD17B8
2078,ERG
6444,SGCD
222161,DKFZP586I1420
23066,CAND2
118987,PDZD8
26035,GLCE
112611,RWDD2A
390940,PINLYP
27445,PCLO
6039,RNASE6
116039,OSR2
9470,EIF4E2
1992,SERPINB1
657,BMPR1A
2033,EP300
23250,ATP11A
155066,ATP6V0E2
146712,B3GNTL1
187,APLNR
11339,OIP5
6585,SLIT1
402055,SRRD
151230,KLHL23
362,AQP5
1915,EEF1A1
25941,TPGS2
116984,ARAP2
3384,ICAM2
1298,COL9A2
11127,KIF3A
10924,SMPDL3A
387032,ZKSCAN4
84869,CBR4
4494,MT1F
23148,NACAD
1723,DHODH
23616,SH3BP1
55687,TRMU
221692,PHACTR1
26048,ZNF500
201134,CEP112
1763,DNA2
27124,INPP5J
56339,METTL3
27097,TAF5L
3831,KLC1
8940,TOP3B
25891,PAMR1
6505,SLC1A1
23157,SEPT6
10847,SRCAP
23149,FCHO1
155400,NSUN5P1
5378,PMS1
441151,TMEM151B
92104,TTC30A
10762,NUP50
10611,PDLIM5
6165,RPL35A
388650,FAM69A
54665,RSBN1
5446,PON3
91298,C12orf29
427,ASAH1
1749,DLX5
6945,MLX
80823,BHLHB9
3887,KRT81
54898,ELOVL2
89944,GLB1L2
783,CACNB2
256949,KANK3
6398,SECTM1
5936,RBM4
6597,SMARCA4
6657,SOX2
64131,XYLT1
10383,TUBB4B
6929,TCF3
4542,MYO1F
1329,COX5B
728498,GOLGA8H
498,ATP5A1
3836,KPNA1
26033,ATRNL1
2316,FLNA
9866,TRIM66
5648,MASP1
10605,PAIP1
56890,MDM1
27316,RBMX
28996,HIPK2
8076,MFAP5
8844,KSR1
26145,IRF2BP1
23062,GGA2
55695,NSUN5
92822,ZNF276
129080,EMID1
7062,TCHH
284352,PPP1R37
51778,MYOZ2
5179,PENK
3643,INSR
9456,HOMER1
25983,NGDN
5786,PTPRA
91543,RSAD2
3075,CFH
3921,RPSA
8492,PRSS12
3633,INPP5B
8745,ADAM23
10645,CAMKK2
11213,IRAK3
80765,STARD5
3207,HOXA11
10215,OLIG2
115703,ARHGAP33
3117,HLA-DQA1
3752,KCND3
440073,IQSEC3
84705,GTPBP3
3202,HOXA5
2898,GRIK2
5630,PRPH
1849,DUSP7
5521,PPP2R2B
375346,TMEM110
9939,RBM8A
120526,DNAJC24
58500,ZNF250
25895,METTL21B
131566,DCBLD2
201191,SAMD14
1302,COL11A2
5267,SERPINA4
8233,ZRSR2
8549,LGR5
353,APRT
5383,PMS2P5
221981,THSD7A
317662,FAM149B1
6150,MRPL23
9413,FAM189A2
633,BGN
4603,MYBL1
131578,LRRC15
3490,IGFBP7
23329,TBC1D30
4818,NKG7
23316,CUX2
6750,SST
146057,TTBK2
5912,RAP2B
2774,GNAL
375057,C1orf95
4293,MAP3K9
3105,HLA-A
5733,PTGER3
7571,ZNF23
26059,ERC2
22902,RUFY3
6201,RPS7
1953,MEGF6
7291,TWIST1
57863,CADM3
29893,PSMC3IP
54474,KRT20
26049,FAM169A
91977,MYOZ3
923,CD6
23322,RPGRIP1L
26038,CHD5
138046,RALYL
285282,RABL3
57188,ADAMTSL3
4069,LYZ
25792,CIZ1
92154,MTSS1L
1487,CTBP1
6303,SAT1
57144,PAK7
1288,COL4A6
27109,ATP5S
29799,YPEL1
23359,FAM189A1
10943,MSL3
51491,NOP16
30837,SOCS7
9704,DHX34
23426,GRIP1
347733,TUBB2B
85359,DGCR6L
284439,SLC25A42
131544,CRYBG3
7535,ZAP70
1946,EFNA5
6355,CCL8
2934,GSN
5789,PTPRD
6262,RYR2
11019,LIAS
10690,FUT9
8930,MBD4
2066,ERBB4
9046,DOK2
4610,MYCL
93594,TBC1D31
4793,NFKBIB
146227,BEAN1
23120,ATP10B
2017,CTTN
10202,DHRS2
11238,CA5B
654817,NCF1C
10038,PARP2
4604,MYBPC1
2878,GPX3
8880,FUBP1
23285,KIAA1107
23432,GPR161
10922,FASTK
10740,RFPL1S
11116,FGFR1OP
747,DAGLA
4588,MUC6
343990,KIAA1211L
25961,NUDT13
7633,ZNF79
8034,SLC25A16
6432,SRSF7
653808,ZG16
6710,SPTB
5473,PPBP
374977,MROH7
100507424,LOC100507424
25924,MYRIP
771,CA12
2271,FH
6259,RYK
7940,LST1
8277,TKTL1
10614,HEXIM1
9993,DGCR2
6441,SFTPD
5625,PRODH
135138,PACRG
285755,PPIL6
283212,KLHL35
23457,ABCB9
2495,FTH1
2915,GRM5
7503,XIST
11184,MAP4K1
7840,ALMS1
56171,DNAH7
339105,PRSS53
7293,TNFRSF4
8632,DNAH17
1577,CYP3A5
7703,PCGF2
51083,GAL
50488,MINK1
1203,CLN5
1838,DTNB
4103,MAGEA4
57194,ATP10A
8574,AKR7A2
5432,POLR2C
90141,EFCAB11
8516,ITGA8
9110,MTMR4
84179,MFSD7
6136,RPL12
8131,NPRL3
30,ACAA1
11278,KLF12
3178,HNRNPA1
7156,TOP3A
6203,RPS9
1548,CYP2A6
4856,NOV
65110,UPF3A
2813,GP2
7178,TPT1
10102,TSFM
3421,IDH3G
79178,THTPA
222255,ATXN7L1
1644,DDC
6865,TACR2
3845,KRAS
92346,C1orf105
130916,MTERF4
7170,TPM3
10235,RASGRP2
23617,TSSK2
10595,ERN2
8496,PPFIBP1
1506,CTRL
441601,LOC441601
54346,UNC93A
116138,KLHDC3
4586,MUC5AC
159963,SLC5A12
56269,IRGC
3851,KRT4
5075,PAX1
25803,SPDEF
440387,CTRB2
196993,CT62
10036,CHAF1A
4839,NOP2
9107,MTMR6
2717,GLA
8833,GMPS
478,ATP1A3
8991,SELENBP1
259217,HSPA12A
5898,RALA
25827,FBXL2
6472,SHMT2
3142,HLX
9,NAT1
9063,PIAS2
22936,ELL2
2113,ETS1
1521,CTSW
586,BCAT1
10561,IFI44
9509,ADAMTS2
3199,HOXA2
26146,TRAF3IP1
4045,LSAMP
3929,LBP
2702,GJA5
8477,GPR65
4624,MYH6
3012,HIST1H2AE
3820,KLRB1
3972,LHB
5387,PMS2P3
5565,PRKAB2
7032,TFF2
4298,MLLT1
6694,SPP2
2676,GFRA3
2117,ETV3
7597,ZBTB25
10280,SIGMAR1
4956,ODF1
2488,FSHB
416,ARSF
6753,SSTR3
6687,SPG7
10369,CACNG2
434,ASIP
9555,H2AFY
8970,HIST1H2BJ
28,ABO
11318,GPR182
1390,CREM
2843,GPR20
8387,OR1E1
3846,KRTAP5-9
5161,PDHA2
6019,RLN2
2303,FOXC2
54626,HES2
1053,CEBPE
2691,GHRH
10084,PQBP1
7252,TSHB
2035,EPB41
5462,POU5F1B
1215,CMA1
3009,HIST1H1B
57152,SLURP1
3007,HIST1H1D
9628,RGS6
5273,SERPINB10
8348,HIST1H2BO
8329,HIST1H2AI
55811,ADCY10
6698,SPRR1A
23534,TNPO3
924,CD7
9135,RABEP1
6755,SSTR5
6754,SSTR4
10744,PTTG2
2835,GPR12
2359,FPR3
79166,LILRP2
5098,PCDHGC3
26952,SMR3A
23430,TPSD1
3442,IFNA5
2248,FGF3
3640,INSL3
566,AZU1
8689,KRT36
4131,MAP1B
57185,NIPAL3
5140,PDE3B
84301,DDI2
6293,VPS52
1295,COL8A1
2257,FGF12
56062,KLHL4
5205,ATP8B1
3755,KCNG1
1131,CHRM3
6752,SSTR2
9073,CLDN8
3713,IVL
7003,TEAD1
7166,TPH1
1286,COL4A4
3237,HOXD11
2825,GPR1
10100,TSPAN2
5063,PAK3
2138,EYA1
401,PHOX2A
1584,CYP11B1
4105,MAGEA6
2827,GPR3
3110,MNX1
27334,P2RY10
5551,PRF1
1394,CRHR1
5066,PAM
2998,GYS2
1589,CYP21A2
26226,FBXW4P1
11045,UPK1A
8288,EPX
4807,NHLH1
1585,CYP11B2
10009,ZBTB33
8828,NRP2
6658,SOX3
9080,CLDN9
797,CALCB
5008,OSM
3198,HOXA1
2880,GPX5
1812,DRD1
2830,GPR6
283131,NEAT1
51014,TMED7
3672,ITGA1
8602,NOP14
23160,WDR43
25778,DSTYK
3658,IREB2
57213,SPRYD7
7586,ZKSCAN1
29,ABR
23093,TTLL5
10869,USP19
4584,MUC3A
7543,ZFX
4205,MEF2A
10781,ZNF266
9014,TAF1B
54629,FAM63B
100132406,NBPF10
84981,MIR22HG
9991,PTBP3
55183,RIF1
23324,MAN2B2
10207,INADL
891,CCNB1
283459,GATC
440352,SNX29P2
84124,ZNF394
90338,ZNF160
150967,PKI55
283537,SLC46A3
23580,CDC42EP4
388677,NOTCH2NL
375248,ANKRD36
85458,DIXDC1
157869,SBSPON
221830,TWISTNB
2734,GLG1
6667,SP1
54432,YIPF1
23086,EXPH5
26034,IPCEF1
84859,LRCH3
7690,ZNF131
22994,CEP131
1523,CUX1
23007,PLCH1
168544,ZNF467
54470,ARMCX6
90333,ZNF468
200424,TET3
91373,UAP1L1
26094,DCAF4
26152,ZNF337
23090,ZNF423
26027,ACOT11
27163,NAAA
25909,AHCTF1
126393,HSPB6
1183,CLCN4
4481,MSR1
23164,MPRIP
25758,KIAA1549L
261726,TIPRL
23138,N4BP3
1954,MEGF8
23230,VPS13A
4214,MAP3K1
