Gene ID	Gene Name	HepG2
ENSG00000136854	STXBP1	4867
ENSG00000136868	SLC31A1	122165
ENSG00000136874	STX17	1754
ENSG00000136875	PRPF4	55980
ENSG00000136877	FPGS	837
ENSG00000136888	ATP6V1G1	167825
ENSG00000136891	TEX10	42463
ENSG00000136897	MRPL50	38687
ENSG00000136925	TSTD2	31
ENSG00000136930	PSMB7	121543
ENSG00000136933	RABEPK	15225
ENSG00000136935	GOLGA1	950
ENSG00000136936	XPA	840
ENSG00000136937	NCBP1	87890
ENSG00000136938	ANP32B	831335
ENSG00000136940	PDCL	3451
ENSG00000136942	RPL35	3269298
ENSG00000136950	ARPC5L	69136
ENSG00000136986	DERL1	46026
ENSG00000136997	MYC	3229
ENSG00000137040	RANBP6	865
ENSG00000137054	POLR1E	8748
ENSG00000137055	PLAA	18810
ENSG00000137073	UBAP2	5863
ENSG00000137074	APTX	5391
ENSG00000137076	TLN1	194264
ENSG00000137100	DCTN3	31522
ENSG00000137106	GRHPR	192398
ENSG00000137124	ALDH1B1	837431
ENSG00000137133	HINT2	216562
ENSG00000137145	DENND4C	572
ENSG00000137154	RPS6	1904650
ENSG00000137161	CNPY3	59619
ENSG00000137166	FOXP4	2075
ENSG00000137168	PPIL1	258309
ENSG00000137171	KLC4	8078
ENSG00000137177	KIF13A	154
ENSG00000137200	CMTR1	9557
ENSG00000137203	TFAP2A	35
ENSG00000137207	YIPF3	12655
ENSG00000137216	TMEM63B	9097
ENSG00000137221	TJAP1	2997
ENSG00000137267	TUBB2A	537270
ENSG00000137269	LRRC1	11491
ENSG00000137274	BPHL	22519
ENSG00000137275	RIPK1	3451
ENSG00000137285	TUBB2B	28769
ENSG00000137288	UQCC2	74914
ENSG00000137309	HMGA1	538806
ENSG00000137364	TPMT	43152
ENSG00000137409	MTCH1	74811
ENSG00000137411	VARS2	2618
ENSG00000137414	FAM8A1	438
ENSG00000137478	FCHSD2	403
ENSG00000137486	ARRB1	28533
ENSG00000137492	THAP12	1129
ENSG00000137497	NUMA1	32451
ENSG00000137500	CCDC90B	8336
ENSG00000137501	SYTL2	36
ENSG00000137509	PRCP	98884
ENSG00000137513	NARS2	53322
ENSG00000137547	MRPL15	64466
ENSG00000137561	TTPA	801
ENSG00000137563	GGH	482466
ENSG00000137574	TGS1	152
ENSG00000137575	SDCBP	18028
ENSG00000137628	DDX60	299
ENSG00000137642	SORL1	515
ENSG00000137656	BUD13	49
ENSG00000137692	DCUN1D5	11577
ENSG00000137693	YAP1	16933
ENSG00000137699	TRIM29	71
ENSG00000137710	RDX	71383
ENSG00000137713	PPP2R1B	13696
ENSG00000137714	FDX1	2565
ENSG00000137767	SQOR	86261
ENSG00000137770	CTDSPL2	5245
ENSG00000137776	SLTM	5182
ENSG00000137801	THBS1	2844
ENSG00000137804	NUSAP1	469
ENSG00000137806	NDUFAF1	5045
ENSG00000137807	KIF23	918
ENSG00000137812	KNL1	39
ENSG00000137814	HAUS2	709
ENSG00000137815	RTF1	7545
ENSG00000137818	RPLP1	1766447
ENSG00000137822	TUBGCP4	3558
ENSG00000137824	RMDN3	35609
ENSG00000137825	ITPKA	1360
ENSG00000137831	UACA	359
ENSG00000137842	TMEM62	302
ENSG00000137845	ADAM10	16936
ENSG00000137868	STRA6	45
ENSG00000137876	RSL24D1	20434
ENSG00000137880	GCHFR	51170
ENSG00000137936	BCAR3	25
ENSG00000137942	FNBP1L	5957
ENSG00000137944	KYAT3	30381
ENSG00000137947	GTF2B	22002
ENSG00000137955	RABGGTB	29747
ENSG00000137960	GIPC2	4006
ENSG00000137962	ARHGAP29	176
ENSG00000137992	DBT	17005
ENSG00000137996	RTCA	94750
ENSG00000138002	IFT172	109
ENSG00000138029	HADHB	1179153
ENSG00000138030	KHK	25549
ENSG00000138032	PPM1B	14846
ENSG00000138035	PNPT1	86665
ENSG00000138050	THUMPD2	67
ENSG00000138069	RAB1A	145706
ENSG00000138071	ACTR2	438168
ENSG00000138073	PREB	69150
ENSG00000138074	SLC5A6	15429
ENSG00000138078	PREPL	12954
ENSG00000138081	FBXO11	481
ENSG00000138095	LRPPRC	456952
ENSG00000138101	DTNB	600
ENSG00000138107	ACTR1A	186128
ENSG00000138119	MYOF	1649
ENSG00000138131	LOXL4	124
ENSG00000138160	KIF11	2533
ENSG00000138162	TACC2	1180
ENSG00000138175	ARL3	56173
ENSG00000138180	CEP55	921
ENSG00000138182	KIF20B	69
ENSG00000138190	EXOC6	440
ENSG00000138207	RBP4	72087
ENSG00000138231	DBR1	22825
ENSG00000138246	DNAJC13	2566
ENSG00000138279	ANXA7	122287
ENSG00000138303	ASCC1	13298
ENSG00000138308	PLA2G12B	1909
ENSG00000138326	RPS24	1064746
ENSG00000138347	MYPN	369
ENSG00000138356	AOX1	2873
ENSG00000138363	ATIC	693178
ENSG00000138375	SMARCAL1	893
ENSG00000138381	ASNSD1	5576
ENSG00000138382	METTL5	10056
ENSG00000138385	SSB	568407
ENSG00000138398	PPIG	17323
ENSG00000138399	FASTKD1	2589
ENSG00000138413	IDH1	2016275
ENSG00000138430	OLA1	483903
ENSG00000138434	ITPRID2	491
ENSG00000138442	WDR12	247658
ENSG00000138443	ABI2	4667
ENSG00000138448	ITGAV	21062
ENSG00000138468	SENP7	1098
ENSG00000138495	COX17	16648
ENSG00000138496	PARP9	4393
ENSG00000138592	USP8	6147
ENSG00000138593	SECISBP2L	14
ENSG00000138594	TMOD3	65141
ENSG00000138600	SPPL2A	7035
ENSG00000138604	GLCE	2691
ENSG00000138614	INTS14	6391
ENSG00000138617	PARP16	210
ENSG00000138621	PPCDC	514
ENSG00000138623	SEMA7A	2980
ENSG00000138629	UBL7	153
ENSG00000138660	AP1AR	300
ENSG00000138663	COPS4	121804
ENSG00000138668	HNRNPD	1341552
ENSG00000138674	SEC31A	244809
ENSG00000138678	GPAT3	491
ENSG00000138698	RAP1GDS1	36137
ENSG00000138709	LARP1B	199
ENSG00000138735	PDE5A	241
ENSG00000138744	NAAA	2323
ENSG00000138750	NUP54	35670
ENSG00000138757	G3BP2	134224
ENSG00000138758	Sep-11	44217
ENSG00000138759	FRAS1	194
ENSG00000138760	SCARB2	70163
ENSG00000138767	CNOT6L	1111
ENSG00000138768	USO1	154026
ENSG00000138771	SHROOM3	1357
ENSG00000138772	ANXA3	19464
ENSG00000138777	PPA2	53112
ENSG00000138778	CENPE	15
ENSG00000138780	GSTCD	284
ENSG00000138794	CASP6	4636
ENSG00000138796	HADH	181916
ENSG00000138801	PAPSS1	75703
ENSG00000138802	SEC24B	18454
ENSG00000138814	PPP3CA	43947
ENSG00000138823	MTTP	169825
ENSG00000138829	FBN2	33
ENSG00000139112	GABARAPL1	3443
ENSG00000139116	KIF21A	16547
ENSG00000139117	CPNE8	102
ENSG00000139131	YARS2	69650
ENSG00000139163	ETNK1	3859
ENSG00000139168	ZCRB1	57
ENSG00000139180	NDUFA9	144458
ENSG00000139197	PEX5	2187
ENSG00000139218	SCAF11	1058
ENSG00000139220	PPFIA2	274
ENSG00000139233	LLPH	346657
ENSG00000139278	GLIPR1	2724
ENSG00000139289	PHLDA1	12257
ENSG00000139324	TMTC3	15138
ENSG00000139343	SNRPF	128634
ENSG00000139344	AMDHD1	1587
ENSG00000139350	NEDD1	1211
ENSG00000139370	SLC15A4	545
ENSG00000139410	SDSL	4504
ENSG00000139428	MMAB	30751
ENSG00000139433	GLTP	23751
ENSG00000139436	GIT2	1023
ENSG00000139437	TCHP	577
ENSG00000139496	NUP58	25009
ENSG00000139505	MTMR6	2179
ENSG00000139514	SLC7A1	10622
ENSG00000139531	SUOX	2494
ENSG00000139546	TARBP2	6717
ENSG00000139613	SMARCC2	9905
ENSG00000139618	BRCA2	9
ENSG00000139620	KANSL2	449
ENSG00000139629	GALNT6	347
ENSG00000139637	C12orf10	87233
ENSG00000139641	ESYT1	101567
ENSG00000139644	TMBIM6	60224
ENSG00000139645	ANKRD52	1248
ENSG00000139668	WDFY2	1671
ENSG00000139684	ESD	559406
ENSG00000139687	RB1	7007
ENSG00000139697	SBNO1	1218
ENSG00000139718	SETD1B	106
ENSG00000139719	VPS33A	12320
ENSG00000139722	VPS37B	932
ENSG00000139725	RHOF	111
ENSG00000139726	DENR	47789
ENSG00000139734	DIAPH3	22
ENSG00000139746	RBM26	8954
ENSG00000139826	ABHD13	184
ENSG00000139832	RAB20	51
ENSG00000139835	GRTP1	2018
ENSG00000139842	CUL4A	33079
ENSG00000139921	TMX1	292477
ENSG00000139926	FRMD6	11
ENSG00000139970	RTN1	13670
ENSG00000139977	NAA30	3184
ENSG00000139990	DCAF5	301
ENSG00000139998	RAB15	59723
ENSG00000140006	WDR89	1681
ENSG00000140043	PTGR2	4159
ENSG00000140105	WARS	239441
ENSG00000140153	WDR20	834
ENSG00000140157	NIPA2	4768
ENSG00000140199	SLC12A6	666
ENSG00000140259	MFAP1	11004
ENSG00000140263	SORD	222080
ENSG00000140284	SLC27A2	18047
ENSG00000140299	BNIP2	1834
ENSG00000140307	GTF2A2	5750
ENSG00000140319	SRP14	233175
ENSG00000140326	CDAN1	898
ENSG00000140332	TLE3	4622
ENSG00000140350	ANP32A	1868698
ENSG00000140365	COMMD4	8029
ENSG00000140374	ETFA	1053098
ENSG00000140382	HMG20A	21709
ENSG00000140386	SCAPER	10
ENSG00000140391	TSPAN3	298
ENSG00000140395	WDR61	43523
ENSG00000140396	NCOA2	198
ENSG00000140400	MAN2C1	2276
ENSG00000140403	DNAJA4	182
ENSG00000140416	TPM1	31218
ENSG00000140443	IGF1R	1802
ENSG00000140455	USP3	2915
ENSG00000140464	PML	6541
ENSG00000140465	CYP1A1	1797
ENSG00000140474	ULK3	72
ENSG00000140497	SCAMP2	69078
ENSG00000140521	POLG	1791
ENSG00000140525	FANCI	2328
ENSG00000140526	ABHD2	99
ENSG00000140545	MFGE8	90
ENSG00000140553	UNC45A	21121
ENSG00000140575	IQGAP1	128006
ENSG00000140598	EFL1	7859
ENSG00000140600	SH3GL3	127
ENSG00000140612	SEC11A	192169
ENSG00000140632	GLYR1	9794
ENSG00000140650	PMM2	197414
ENSG00000140688	C16orf58	8845
ENSG00000140691	ARMC5	45
ENSG00000140718	FTO	38157
ENSG00000140743	CDR2	2131
ENSG00000140750	ARHGAP17	25366
ENSG00000140829	DHX38	13309
ENSG00000140830	TXNL4B	1574
ENSG00000140836	ZFHX3	24
ENSG00000140848	CPNE2	708
ENSG00000140854	KATNB1	1752
ENSG00000140859	KIFC3	406
ENSG00000140905	GCSH	68889
ENSG00000140931	CMTM3	65155
ENSG00000140939	NOL3	2383
ENSG00000140950	TLDC1	3901
ENSG00000140983	RHOT2	23267
ENSG00000140988	RPS2	1190803
ENSG00000140990	NDUFB10	149543
ENSG00000140992	PDPK1	31127
ENSG00000140995	DEF8	28
ENSG00000141002	TCF25	3738
ENSG00000141012	GALNS	14615
ENSG00000141026	MED9	567
ENSG00000141027	NCOR1	673
ENSG00000141030	COPS3	51238
ENSG00000141068	KSR1	72
ENSG00000141084	RANBP10	3759
ENSG00000141101	NOB1	30529
ENSG00000141127	PRPSAP2	37355
ENSG00000141198	TOM1L1	10813
ENSG00000141219	C17orf80	1833
ENSG00000141279	NPEPPS	515398
ENSG00000141295	SCRN2	709
ENSG00000141349	G6PC3	16438
ENSG00000141367	CLTC	704267
ENSG00000141376	BCAS3	14
ENSG00000141378	PTRH2	112492
ENSG00000141380	SS18	4159
ENSG00000141385	AFG3L2	87864
ENSG00000141401	IMPA2	1888
ENSG00000141424	SLC39A6	4042
ENSG00000141425	RPRD1A	49986
ENSG00000141429	GALNT1	10920
ENSG00000141452	RMC1	7726
ENSG00000141456	PELP1	57649
ENSG00000141458	NPC1	43679
ENSG00000141480	ARRB2	2993
ENSG00000141485	SLC13A5	5979
ENSG00000141499	WRAP53	3159
ENSG00000141505	ASGR1	80034
ENSG00000141522	ARHGDIA	719744
ENSG00000141526	SLC16A3	97698
ENSG00000141543	EIF4A3	379804
ENSG00000141551	CSNK1D	12908
ENSG00000141556	TBCD	8016
ENSG00000141560	FN3KRP	34532
ENSG00000141564	RPTOR	6283
ENSG00000141568	FOXK2	530
ENSG00000141569	TRIM65	132
ENSG00000141570	CBX8	6092
ENSG00000141577	CEP131	112
ENSG00000141580	WDR45B	2687
ENSG00000141582	CBX4	2220
ENSG00000141627	DYM	366
ENSG00000141644	MBD1	30
ENSG00000141646	SMAD4	12185
ENSG00000141664	ZCCHC2	289
ENSG00000141696	P3H4	1918
ENSG00000141698	NT5C3B	2068
ENSG00000141699	RETREG3	24408
ENSG00000141736	ERBB2	2352
ENSG00000141738	GRB7	5471
ENSG00000141741	MIEN1	31650
ENSG00000141756	FKBP10	26399
ENSG00000141759	TXNL4A	54229
ENSG00000141867	BRD4	4477
ENSG00000141905	NFIC	1160
ENSG00000141959	PFKL	142019
ENSG00000141968	VAV1	569
ENSG00000141971	MVB12A	613
ENSG00000141985	SH3GL1	91029
ENSG00000141994	DUS3L	4070
ENSG00000142002	DPP9	20395
ENSG00000142039	CCDC97	786
ENSG00000142082	SIRT3	5573
ENSG00000142089	IFITM3	142246
ENSG00000142156	COL6A1	68
ENSG00000142168	SOD1	2596650
ENSG00000142186	SCYL1	22207
ENSG00000142192	APP	11041
ENSG00000142197	DOP1B	3378
ENSG00000142207	URB1	6852
ENSG00000142208	AKT1	3498
ENSG00000142227	EMP3	1977
ENSG00000142230	SAE1	182822
ENSG00000142252	GEMIN7	19516
ENSG00000142409	ZNF787	297
ENSG00000142444	TIMM29	15263
ENSG00000142453	CARM1	108849
ENSG00000142494	SLC47A1	965
ENSG00000142507	PSMB6	327251
ENSG00000142515	KLK3	31
ENSG00000142534	RPS11	1860199
ENSG00000142541	RPL13A	1723150
ENSG00000142546	NOSIP	23989
ENSG00000142627	EPHA2	18343
ENSG00000142634	EFHD2	32425
ENSG00000142655	PEX14	18793
ENSG00000142657	PGD	799630
ENSG00000142669	SH3BGRL3	91428
ENSG00000142676	RPL11	1313752
ENSG00000142684	ZNF593	38055
ENSG00000142687	KIAA0319L	3383
ENSG00000142798	HSPG2	112
ENSG00000142856	ITGB3BP	1347
ENSG00000142864	SERBP1	385767
ENSG00000142867	BCL10	4571
ENSG00000142875	PRKACB	495
ENSG00000142892	PIGK	9933
ENSG00000142910	TINAGL1	414
ENSG00000142937	RPS8	2708234
ENSG00000142945	KIF2C	319
ENSG00000142949	PTPRF	1690
ENSG00000143033	MTF2	282
ENSG00000143061	IGSF3	49
ENSG00000143079	CTTNBP2NL	1522
ENSG00000143093	STRIP1	11550
ENSG00000143106	PSMA5	680186
ENSG00000143149	ALDH9A1	87030
ENSG00000143153	ATP1B1	635189
ENSG00000143155	TIPRL	11730
ENSG00000143156	NME7	445
ENSG00000143158	MPC2	229882
ENSG00000143162	CREG1	5586
ENSG00000143179	UCK2	5482
ENSG00000143183	TMCO1	230812
ENSG00000143190	POU2F1	6511
ENSG00000143198	MGST3	77744
ENSG00000143222	UFC1	56732
ENSG00000143224	PPOX	5387
ENSG00000143228	NUF2	169
ENSG00000143252	SDHC	314814
ENSG00000143256	PFDN2	135840
ENSG00000143294	PRCC	1559
ENSG00000143314	MRPL24	44167
ENSG00000143318	CASQ1	153
ENSG00000143319	ISG20L2	2734
ENSG00000143320	CRABP2	2662
ENSG00000143321	HDGF	295369
ENSG00000143322	ABL2	109
ENSG00000143324	XPR1	120
ENSG00000143337	TOR1AIP1	75615
ENSG00000143353	LYPLAL1	75343
ENSG00000143363	PRUNE1	5710
ENSG00000143367	TUFT1	79
ENSG00000143368	SF3B4	46711
ENSG00000143373	ZNF687	555
ENSG00000143374	TARS2	14101
ENSG00000143375	CGN	34
ENSG00000143376	SNX27	16303
ENSG00000143379	SETDB1	362
ENSG00000143390	RFX5	767
ENSG00000143393	PI4KB	1623
ENSG00000143398	PIP5K1A	1752
ENSG00000143401	ANP32E	134290
ENSG00000143409	MINDY1	482
ENSG00000143416	SELENBP1	57134
ENSG00000143418	CERS2	124617
ENSG00000143420	ENSA	35950
ENSG00000143436	MRPL9	25507
ENSG00000143437	ARNT	1068
ENSG00000143442	POGZ	5337
ENSG00000143457	GOLPH3L	10384
ENSG00000143486	EIF2D	5228
ENSG00000143493	INTS7	1391
ENSG00000143499	SMYD2	2561
ENSG00000143514	TP53BP2	109
ENSG00000143537	ADAM15	80
ENSG00000143545	RAB13	9445
ENSG00000143549	TPM3	375857
ENSG00000143553	SNAPIN	20801
ENSG00000143569	UBAP2L	16509
ENSG00000143575	HAX1	13952
ENSG00000143621	ILF2	780965
ENSG00000143622	RIT1	232
ENSG00000143633	C1orf131	3191
ENSG00000143641	GALNT2	57315
ENSG00000143643	TTC13	119
ENSG00000143653	SCCPDH	77129
ENSG00000143727	ACP1	924203
ENSG00000143740	SNAP47	58
ENSG00000143742	SRP9	450506
ENSG00000143748	NVL	1713
ENSG00000143751	SDE2	1778
ENSG00000143753	DEGS1	14737
ENSG00000143761	ARF1	1411265
ENSG00000143771	CNIH4	152985
ENSG00000143774	GUK1	7012
ENSG00000143776	CDC42BPA	1911
ENSG00000143793	C1orf35	2775
ENSG00000143799	PARP1	240705
ENSG00000143811	PYCR2	163335
ENSG00000143815	LBR	110136
ENSG00000143819	EPHX1	498754
ENSG00000143851	PTPN7	44
ENSG00000143862	ARL8A	121794
ENSG00000143870	PDIA6	2364296
ENSG00000143878	RHOB	66238
ENSG00000143889	HNRNPLL	60324
ENSG00000143891	GALM	341712
ENSG00000143919	CAMKMT	28
ENSG00000143924	EML4	656803
ENSG00000143942	CHAC2	3429
ENSG00000143947	RPS27A	6368043
ENSG00000143952	VPS54	346
ENSG00000143977	SNRPG	903854
ENSG00000144021	CIAO1	77998
ENSG00000144028	SNRNP200	152597
ENSG00000144029	MRPS5	56913
ENSG00000144034	TPRKB	44640
ENSG00000144035	NAT8	2374
ENSG00000144036	EXOC6B	3066
ENSG00000144040	SFXN5	1420
ENSG00000144048	DUSP11	4430
ENSG00000144118	RALB	161172
ENSG00000144120	TMEM177	251
ENSG00000144224	UBXN4	15711
ENSG00000144231	POLR2D	4743
ENSG00000144283	PKP4	2007
ENSG00000144306	SCRN3	1342
ENSG00000144320	LNPK	12085
ENSG00000144357	UBR3	727
ENSG00000144366	GULP1	28
ENSG00000144381	HSPD1	5504550
ENSG00000144426	NBEAL1	72
ENSG00000144455	SUMF1	1882
ENSG00000144524	COPS7B	32633
ENSG00000144535	DIS3L2	3684
ENSG00000144554	FANCD2	350
ENSG00000144559	TAMM41	23345
ENSG00000144566	RAB5A	10286
ENSG00000144567	RETREG2	2387
ENSG00000144579	CTDSP1	2793
ENSG00000144580	CNOT9	18293
ENSG00000144589	STK11IP	1641
ENSG00000144591	GMPPA	45188
ENSG00000144597	EAF1	1661
ENSG00000144635	DYNC1LI1	89520
ENSG00000144645	OSBPL10	2744
ENSG00000144647	POMGNT2	355
ENSG00000144674	GOLGA4	5579
ENSG00000144677	CTDSPL	282
ENSG00000144711	IQSEC1	375
ENSG00000144712	CAND2	41
ENSG00000144713	RPL32	1276571
ENSG00000144724	PTPRG	329
ENSG00000144736	SHQ1	65
ENSG00000144744	UBA3	56952
ENSG00000144746	ARL6IP5	232325
ENSG00000144747	TMF1	3209
ENSG00000144791	LIMD1	62
ENSG00000144824	PHLDB2	343
ENSG00000144827	ABHD10	168877
ENSG00000144840	RABL3	19884
ENSG00000144848	ATG3	36210
ENSG00000144867	SRPRB	308316
ENSG00000144895	EIF2A	91531
ENSG00000144908	ALDH1L1	1088
ENSG00000144909	OSBPL11	2749
ENSG00000144959	NCEH1	208354
ENSG00000145012	LPP	33661
ENSG00000145016	RUBCN	71
ENSG00000145020	AMT	10350
ENSG00000145041	DCAF1	4618
ENSG00000145147	SLIT2	27
ENSG00000145191	EIF2B5	30759
ENSG00000145192	AHSG	45251
ENSG00000145216	FIP1L1	14643
ENSG00000145220	LYAR	90766
ENSG00000145241	CENPC	171
ENSG00000145247	OCIAD2	1483
ENSG00000145287	PLAC8	662
ENSG00000145293	ENOPH1	68327
ENSG00000145331	TRMT10A	4938
ENSG00000145349	CAMK2D	15761
ENSG00000145354	CISD2	350684
ENSG00000145362	ANK2	629
ENSG00000145375	SPATA5	29336
ENSG00000145388	METTL14	938
ENSG00000145391	SETD7	206
ENSG00000145414	NAF1	492
ENSG00000145425	RPS3A	2245553
ENSG00000145439	CBR4	32832
ENSG00000145476	CYP4V2	8
ENSG00000145494	NDUFS6	89635
ENSG00000145495	Mar-06	374
ENSG00000145569	OTULINL	25
ENSG00000145592	RPL37	2128
ENSG00000145623	OSMR	1975
ENSG00000145675	PIK3R1	592
ENSG00000145703	IQGAP2	133550
ENSG00000145715	RASA1	4412
ENSG00000145725	PPIP5K2	1969
ENSG00000145730	PAM	45
ENSG00000145740	SLC30A5	1572
ENSG00000145741	BTF3	56509
ENSG00000145781	COMMD10	4135
ENSG00000145817	YIPF5	365766
ENSG00000145868	FBXO38	1142
ENSG00000145882	PCYOX1L	218
ENSG00000145901	TNIP1	29
ENSG00000145907	G3BP1	285422
ENSG00000145912	NHP2	168403
ENSG00000145916	RMND5B	1833
ENSG00000145919	BOD1	1005
ENSG00000145920	CPLX2	21806
ENSG00000145982	FARS2	2617
ENSG00000145990	GFOD1	142
ENSG00000145996	CDKAL1	3762
ENSG00000146007	ZMAT2	39680
ENSG00000146038	DCDC2	614
ENSG00000146066	HIGD2A	206086
ENSG00000146085	MUT	26839
ENSG00000146109	ABT1	27452
ENSG00000146143	PRIM2	1466
ENSG00000146223	RPL7L1	159205
ENSG00000146247	PHIP	6983
ENSG00000146263	MMS22L	73
ENSG00000146281	PM20D2	39252
ENSG00000146282	RARS2	5854
ENSG00000146376	ARHGAP18	60789
ENSG00000146386	ABRACL	58892
ENSG00000146410	MTFR2	1567
ENSG00000146414	SHPRH	6600
ENSG00000146416	AIG1	20959
ENSG00000146425	DYNLT1	121774
ENSG00000146433	TMEM181	1774
ENSG00000146457	WTAP	15606
ENSG00000146463	ZMYM4	449
ENSG00000146476	ARMT1	91138
ENSG00000146535	GNA12	152
ENSG00000146540	C7orf50	89355
ENSG00000146576	C7orf26	302
ENSG00000146592	CREB5	23
ENSG00000146648	EGFR	20822
ENSG00000146670	CDCA5	132
ENSG00000146676	PURB	50040
ENSG00000146701	MDH2	2295007
ENSG00000146729	NIPSNAP2	30324
ENSG00000146731	CCT6A	894803
ENSG00000146733	PSPH	818296
ENSG00000146802	TMEM168	1549
ENSG00000146828	SLC12A9	856
ENSG00000146830	GIGYF1	234
ENSG00000146833	TRIM4	1132
ENSG00000146834	MEPCE	11329
ENSG00000146842	TMEM209	3333
ENSG00000146858	ZC3HAV1L	31763
ENSG00000146872	TLK2	628
ENSG00000146909	NOM1	2086
ENSG00000146918	NCAPG2	61
ENSG00000146950	SHROOM2	598
ENSG00000146963	LUC7L2	11895
ENSG00000147010	SH3KBP1	3690
ENSG00000147044	CASK	28022
ENSG00000147050	KDM6A	190
ENSG00000147065	MSN	224123
ENSG00000147099	HDAC8	3758
ENSG00000147119	CHST7	602
ENSG00000147123	NDUFB11	28593
ENSG00000147130	ZMYM3	1918
ENSG00000147133	TAF1	158
ENSG00000147140	NONO	520045
ENSG00000147155	EBP	674757
ENSG00000147162	OGT	11499
ENSG00000147164	SNX12	58293
ENSG00000147202	DIAPH2	1935
ENSG00000147224	PRPS1	154683
ENSG00000147231	CXorf57	210
ENSG00000147251	DOCK11	50
ENSG00000147255	IGSF1	508
ENSG00000147257	GPC3	56631
ENSG00000147274	RBMX	256910
ENSG00000147381	MAGEA4	9685
ENSG00000147383	NSDHL	74846
ENSG00000147394	ZNF185	299
ENSG00000147400	CETN2	19362
ENSG00000147403	RPL10	570420
ENSG00000147416	ATP6V1B2	229731
ENSG00000147419	CCDC25	21480
ENSG00000147421	HMBOX1	636
ENSG00000147457	CHMP7	3425
ENSG00000147459	DOCK5	1247
ENSG00000147471	PLPBP	188829
ENSG00000147475	ERLIN2	224434
ENSG00000147526	TACC1	7422
ENSG00000147533	GOLGA7	18689
ENSG00000147536	GINS4	4587
ENSG00000147548	NSD3	28
ENSG00000147586	MRPS28	40122
ENSG00000147592	LACTB2	81882
ENSG00000147604	RPL7	2440111
ENSG00000147649	MTDH	77144
ENSG00000147654	EBAG9	1941
ENSG00000147669	POLR2K	65300
ENSG00000147676	MAL2	178895
ENSG00000147677	EIF3H	110562
ENSG00000147679	UTP23	22130
ENSG00000147684	NDUFB9	145819
ENSG00000147687	TATDN1	8712
ENSG00000147804	SLC39A4	13498
ENSG00000147852	VLDLR	162
ENSG00000147853	AK3	885837
ENSG00000147854	UHRF2	1196
ENSG00000147872	PLIN2	240688
ENSG00000147874	HAUS6	162
ENSG00000147905	ZCCHC7	144
ENSG00000147955	SIGMAR1	68777
ENSG00000148019	CEP78	38
ENSG00000148057	IDNK	659
ENSG00000148090	AUH	23329
ENSG00000148154	UGCG	48935
ENSG00000148158	SNX30	2936
ENSG00000148175	STOM	732214
ENSG00000148180	GSN	127297
ENSG00000148187	MRRF	20061
ENSG00000148218	ALAD	52056
ENSG00000148229	POLE3	21914
ENSG00000148308	GTF3C5	17803
ENSG00000148331	ASB6	155
ENSG00000148334	PTGES2	65186
ENSG00000148335	NTMT1	8479
ENSG00000148337	CIZ1	132
ENSG00000148339	SLC25A25	555
ENSG00000148341	SH3GLB2	2268
ENSG00000148356	LRSAM1	2286
ENSG00000148358	GPR107	1039
ENSG00000148362	PAXX	7707
ENSG00000148396	SEC16A	5733
ENSG00000148411	NACC2	124
ENSG00000148429	USP6NL	1151
ENSG00000148444	COMMD3	2343
ENSG00000148450	MSRB2	2716
ENSG00000148459	PDSS1	746
ENSG00000148481	MINDY3	895
ENSG00000148484	RSU1	74636
ENSG00000148498	PARD3	1483
ENSG00000148572	NRBF2	1854
ENSG00000148584	A1CF	37094
ENSG00000148606	POLR3A	5145
ENSG00000148634	HERC4	4256
ENSG00000148660	CAMK2G	15401
ENSG00000148672	GLUD1	2186701
ENSG00000148688	RPP30	40418
ENSG00000148690	FRA10AC1	173
ENSG00000148700	ADD3	27987
ENSG00000148719	DNAJB12	11967
ENSG00000148730	EIF4EBP2	3147
ENSG00000148773	MKI67	3631
ENSG00000148798	INA	26
ENSG00000148824	MTG1	4986
ENSG00000148834	GSTO1	1424037
ENSG00000148835	TAF5	285
ENSG00000148841	ITPRIP	39
ENSG00000148842	CNNM2	348
ENSG00000148843	PDCD11	63765
ENSG00000148848	ADAM12	938
ENSG00000148908	RGS10	1332
ENSG00000148935	GAS2	36358
ENSG00000148943	LIN7C	72819
ENSG00000149016	TUT1	407
ENSG00000149084	HSD17B12	508851
ENSG00000149089	APIP	12335
ENSG00000149091	DGKZ	149
ENSG00000149100	EIF3M	303659
ENSG00000149115	TNKS1BP1	2027
ENSG00000149136	SSRP1	231726
ENSG00000149150	SLC43A1	3487
ENSG00000149177	PTPRJ	718
ENSG00000149182	ARFGAP2	3638
ENSG00000149187	CELF1	57627
ENSG00000149196	HIKESHI	41693
ENSG00000149218	ENDOD1	4024
ENSG00000149257	SERPINH1	905855
ENSG00000149260	CAPN5	53
ENSG00000149262	INTS4	4341
ENSG00000149269	PAK1	258
ENSG00000149273	RPS3	1525947
ENSG00000149294	NCAM1	441
ENSG00000149311	ATM	1284
ENSG00000149313	AASDHPPT	73758
ENSG00000149357	LAMTOR1	55314
ENSG00000149474	KAT14	97
ENSG00000149476	TKFC	493926
ENSG00000149480	MTA2	41629
ENSG00000149483	TMEM138	928
ENSG00000149485	FADS1	5002
ENSG00000149499	EML3	97
ENSG00000149503	INCENP	146
ENSG00000149532	CPSF7	37117
ENSG00000149541	B3GAT3	20500
ENSG00000149547	EI24	8672
ENSG00000149591	TAGLN	7029
ENSG00000149600	COMMD7	779
