source,interaction,target
KDR,activates,PTK2
FLT1,activates,PTK2
RTN4,activates,LINGO1
GNB1,inhibits,PLCB1
RUNX1,activates,HHEX
AKT1,inhibits,BRAF
AKT2,inhibits,BRAF
AKT1,activates,BRCA1
AKT3,activates,BRCA1
AKT2,activates,BRCA1
AKT1,activates,CLK2
AKT3,activates,CLK2
AKT2,activates,CLK2
RUNX1,inhibits,MYC
RUNX2,activates,CREBBP
BRSK2,activates,PRKAA1
CDKN2A,inhibits,CDK2
RUNX2,inhibits,NOTCH1
GSK3B,inhibits,GLI2
IL6ST,activates,SHC1
KPNA3,activates,NOTCH1
MAML1,activates,TP53
PRKCA,inhibits,CDKN1A
PRKD2,activates,PI4KB
ATM,inhibits,COP1
RUNX3,inhibits,NOTCH1
CDK2,inhibits,CROCC
CDK4,inhibits,MEF2A
MAPK1,activates,CDKN1B
MAPK3,activates,CDKN1B
RWDD3,activates,HIF1A
RXRA,inhibits,CTNNB1
CDK2,activates,FOXK2
MAML1,activates,EP300
PCM1,activates,CETN2
PRKCA,inhibits,GSK3B
MAPK1,inhibits,STK11
MAPK3,inhibits,STK11
MAP2K1,activates,GSK3B
MAP3K7,inhibits,HDAC7
MAPK8,inhibits,NR3C1
PAK4,activates,RAN
PRKCA,inhibits,RPS6KB2
RYK,activates,FZD8
MAP2K1,inhibits,IRS1
S1PR1,activates,GNAI1
S1PR1,activates,GNAI3
S1PR1,activates,GNAO1
S1PR1,activates,GNAZ
SRC,activates,RPS6KA3
FGFR1,inhibits,CTTN
MAP2K3,activates,DYRK1B
S1PR2,activates,GNA12
S1PR2,activates,GNA13
S1PR2,activates,GNA14
S1PR2,activates,GNAI1
USP6,activates,ARF6
S1PR2,activates,GNAI3
S1PR2,activates,GNAO1
S1PR2,activates,GNAQ
S1PR2,activates,GNAZ
ROCK1,activates,RND3
S1PR3,activates,GNA14
S1PR3,activates,GNAI1
PPP1R8,activates,EZH2
S1PR3,activates,GNAI3
S1PR3,activates,GNAL
S1PR3,activates,GNAO1
S1PR3,activates,GNAQ
S1PR3,activates,GNAS
WNT2,activates,LRP6
S1PR3,activates,GNAZ
S1PR5,activates,GNAI1
S1PR5,activates,GNAI3
PKN1,activates,RAF1
PRKCA,activates,PLD2
AMER1,inhibits,CTNNB1
AURKB,inhibits,TP53
KIT,activates,GRB7
SARS,inhibits,MYC
SATB2,inhibits,TP63
SAV1,activates,STK3
STK4,activates,SAV1
SAV1,activates,STK4
CDK1,inhibits,PTHLH
MAP3K10,inhibits,TCF3
CSNK1A1,inhibits,FOXO3
ILK,activates,MYL12B
MMP1,inhibits,COL2A1
PRKCH,inhibits,GSK3B
PRKD1,inhibits,PIP4K2A
ACD,activates,TERT
BBC3,inhibits,BCL2
LPAR2,activates,GNAI1
PRKCA,activates,PLA2G4A
SFN,inhibits,SNAI1
DUSP22,inhibits,ESR1
SDC4,activates,DVL2
SDC4,activates,DVL3
SDF2L1,activates,LRP4
SDHAF2,activates,SDHB
PAK2,activates,JUN
SELPLG,activates,SELE
SELPLG,activates,SELP
SEMA3A,inhibits,NRP1
SEMA3A,activates,PLXNA2
SEMA3C,activates,NRP2
ATR,activates,KMT2A
PPP6C,inhibits,MAP3K7
SEMA3F,activates,NRP2
SEMA4D,activates,PLXNB1
SEMA7A,activates,PLXNC1
CDH1,activates,CTNNA1
SENP1,activates,HIF1A
SEPT12,inhibits,SEPT6
SEPT7,activates,CENPE
SEPT9,inhibits,ARHGEF18
CTDSPL,inhibits,SMAD1
EP300,activates,PLAG1
EP300,activates,PLAGL2
CDK9,activates,SUPT5H
RIPK1,activates,TAB3
CYLD,inhibits,TRAF2
CYLD,inhibits,TRAF6
OMG,activates,LINGO1
CSNK2A1,activates,ANP32B
SERPINA1,activates,LRP1
SERPINC1,activates,LRP1
AKT2,inhibits,BAD
CREBBP,activates,MYOD1
PTP4A3,inhibits,EZR
CDK5,inhibits,PPP1CA
GSK3B,inhibits,EIF2B4
PLK2,activates,SNCA
PLK2,activates,SNCB
SET,inhibits,PPP2CA
SF1,inhibits,EWSR1
SFPQ,activates,TOP1
UVRAG,activates,PIK3C3
SGK1,inhibits,CDKN1B
SGK1,activates,FBXW7
MAPK1,activates,CTTN
MSH2,activates,BLM
PAK1,inhibits,ARHGDIA
PLK1,activates,SNCA
SGK1,inhibits,FOXO6
SGK1,inhibits,FOXO4
SGK1,inhibits,GLI1
SGK1,inhibits,HTT
SGK1,inhibits,MAP3K3
DYRK1A,inhibits,AMPH
PTPN6,inhibits,SYK
RSPO3,activates,SDC4
SGK1,activates,NDRG1
SGK1,activates,NDRG2
PTPRB,inhibits,KDR
SGK1,inhibits,NEDD4L
SGK1,activates,NR3C1
SGK1,inhibits,SMO
SGK2,inhibits,FOXO3
SGK2,inhibits,FOXO1
SGK2,inhibits,FOXO6
SGK2,inhibits,FOXO4
PLK1,inhibits,CENPU
SGK3,activates,FLII
MAPK1,inhibits,AMPH
SGK3,inhibits,FOXO3
SGK3,inhibits,FOXO1
SGK3,inhibits,FOXO6
SGK3,inhibits,FOXO4
SGK3,inhibits,GSK3A
SGK3,inhibits,GSK3B
GDNF,activates,GFRA2
MAPK3,activates,RPS6KB1
PRKACA,inhibits,CDK16
SET,inhibits,PPP2CB
SH2B2,inhibits,INSR
SH3BP4,inhibits,TFRC
CDK5,inhibits,CAMKK2
CDON,activates,BNIP2
CSNK2A1,inhibits,FHOD3
RASGEF1A,activates,NRAS
MTOR,inhibits,IRS1
PPM1A,inhibits,MAPK14
RPA2,activates,MRE11
SH3GLB1,activates,CBL
CASP3,activates,BAD
CYSLTR2,activates,GNAI3
CDK3,activates,JUN
CSNK1A1,inhibits,DEPTOR
SH3KBP1,activates,CBL
LFNG,activates,NOTCH1
SH3RF1,activates,MAP3K11
WNT3A,activates,FZD7
WNT3A,activates,FZD2
WNT3A,activates,FZD10
WNT3A,activates,FZD4
WNT3A,activates,FZD5
WNT3A,activates,FZD9
WNT3A,activates,FZD3
WNT3A,activates,FZD8
WNT3A,activates,FZD1
LRRK2,activates,ARHGEF7
BCL2L1,inhibits,CASP9
EAF1,activates,ELL
FGA,activates,ITGAX
P2RY4,activates,GNA15
AKT2,inhibits,STK3
AKT3,inhibits,STK3
JAK2,activates,ITGB2
AXIN2,activates,GSK3B
CSNK1A1,activates,GSK3B
DVL1,inhibits,GSK3B
CAMK2G,inhibits,EGFR
CDK1,activates,ECT2
CDK5,activates,HTT
DOT1L,activates,MYC
CTNNB1,activates,MYOD1
DAAM1,activates,RHOA
FZD3,activates,RHOA
MAPK14,activates,TWIST1
MAPK3,activates,SPHK2
MAPK8,activates,TWIST1
CDK1,inhibits,TSC1
CDK2,inhibits,ARID4A
PRKCA,activates,PTPN11
AGTR2,activates,GNAQ
BCORL1,activates,HDAC7
RANBP2,inhibits,CDKN1B
USP8,activates,RNF41
MUTYH,activates,TOPBP1
RANBP2,activates,BICD2
SH3RF1,activates,RAC2
PPP1CA,activates,IKZF1
SHC3,activates,GRB2
CSNK2B,inhibits,IKZF1
EIF2AK2,activates,PPP2R5A
SHH,inhibits,CP
SHOC2,activates,MRAS
SHOC2,activates,PPP1CA
GRK2,inhibits,OPRD1
AURKA,activates,MBD3
CDK1,activates,RPS6KB1
CDK1,activates,SP1
KAT6A,activates,TP53
MAPK1,inhibits,GJA1
SIAH1,activates,NOTCH1
SIAH1,activates,NOTCH3
SIAH1,activates,NOTCH2
SIAH1,activates,NOTCH4
SIAH1,inhibits,NUMB
SIAH2,inhibits,SNCAIP
SIK1,inhibits,CRTC1
SIK1,inhibits,CRTC2
SIK1,inhibits,CRTC3
CSNK2A1,activates,MAZ
EIF3E,activates,MCM7
CAMK2A,activates,PEA15
CSNK2A1,activates,PIP4K2A
MAPK14,activates,RBSN
MAPK8,activates,SIRT1
PBK,activates,PRDX1
SIK2,inhibits,CDK5R1
CDK1,activates,NDE1
PIAS1,inhibits,FHL1
PPP1CC,activates,IKZF1
SETBP1,activates,SET
SIK2,inhibits,CEP250
SIK2,inhibits,CRTC2
CCKBR,activates,GNAL
ABL2,inhibits,CRK
CDKN2AIP,activates,TP53
GSK3B,activates,MAFB
HTR1D,activates,GNA14
PTGER3,activates,GNG12
ROBO1,inhibits,CCND2
ROBO2,inhibits,CCND2
ROBO3,inhibits,CCND2
SIK2,activates,IRS1
SIK3,inhibits,CRTC2
VAV1,activates,GRB2
CSNK2A1,activates,DEK
ADIPOQ,activates,ADIPOR1
MAPK1,activates,H3F3B
CDK1,activates,ERCC6L
JAK3,activates,PLD2
NCOA1,activates,STAT5A
CSNK2A1,activates,PPP1R2
FHIT,inhibits,CTNNB1
SIRT1,inhibits,EP300
SIRT1,activates,FOXO6
MAPK1,inhibits,CALD1
SIRT1,inhibits,NOTCH1
SIRT1,activates,PPARGC1A
SIRT1,activates,XPA
SIRT2,inhibits,KAT2B
ADRB2,activates,GNA14
HLA-G,activates,KLRC1
MAPK1,activates,EIF2AK2
PRKACA,activates,RELA
SIRT2,inhibits,MYOD1
SIRT3,activates,IDH2
SIRT6,activates,TNF
SIRT7,inhibits,TP53
AKT3,inhibits,CDKN1B
AKT2,inhibits,CDKN1B
SIX1,activates,EZR
SKIL,inhibits,SMAD1
SKIL,inhibits,SMAD5
SKI,inhibits,EP300
SKI,inhibits,SMAD1
AKT3,inhibits,IRAK1
AKT2,inhibits,IRAK1
AKT3,activates,NUAK1
AKT2,activates,NUAK1
SKI,inhibits,SMAD5
SKOR1,inhibits,LBX1
SKP1,activates,CUL1
SKP2,inhibits,CDKN1A
SKP2,inhibits,CDKN1B
FBXW11,activates,SKP1
SKP2,inhibits,DAB2IP
SKP2,inhibits,MYC
SKP2,inhibits,SMAD4
AKT2,activates,EP300
SLC30A9,inhibits,NUMB
SLIT1,activates,GPC1
SLIT1,activates,ROBO1
SLIT1,activates,ROBO2
SLIT1,activates,ROBO3
SLIT2,activates,GPC1
SLIT2,activates,ROBO4
SLK,activates,MAP3K5
SLX4,activates,ERCC4
MAPK1,activates,ADAM17
MAPK3,activates,ADAM17
SMAD1,activates,RUNX2
MAPK1,activates,PML
AKT1,activates,VIM
SMAD3,inhibits,FOXA1
SMAD3,activates,FOXP3
SMAD3,inhibits,NKX2-1
SMAD3,activates,NOTCH3
SMAD3,activates,NOTCH2
SMAD3,activates,NOTCH4
SMAD3,inhibits,PAX6
SMAD3,inhibits,PAX8
SMAD3,inhibits,RUNX2
MAPK10,activates,BCL2L11
MAPK9,activates,BCL2L11
GNAQ,activates,PLCE1
SMAD6,inhibits,NR2C2
SMAD6,inhibits,SMAD4
CSNK2A1,inhibits,RRN3
DAPK3,activates,MYL12B
PPM1B,inhibits,CDK9
SMAD7,activates,TAB3
SMAD9,activates,SMAD4
SMARCA2,activates,SMARCC1
SMARCA2,activates,SMARCC2
SMARCA4,activates,SMARCC1
SMARCA4,activates,SMARCC2
SMARCA4,activates,ZEB1
SMARCAD1,activates,HDAC1
SMARCB1,activates,SMARCA4
ATR,activates,ATRIP
MAPK14,inhibits,GSK3B
SMCR8,inhibits,ULK1
SMO,activates,ARRB2
SMO,activates,CXCL1
SMO,activates,FYN
SMO,activates,GNAI1
SMO,activates,GNAI2
SMO,activates,GNAI3
SMO,activates,GNAT1
SMO,activates,GNAT2
SMO,activates,GNB1
SMO,activates,GNB2
SMO,activates,GNB3
SMO,activates,GNG12
MAPK1,activates,RGS19
SMO,activates,GNG2
SMO,activates,GNG3
SMO,activates,GNGT1
SMO,activates,SRC
SMO,activates,STK36
SMO,inhibits,SUFU
SMO,activates,TIAM1
SMURF1,inhibits,BMPR1A
SMURF1,inhibits,BMPR2
CALM2,activates,PPP3CC
CDK2,activates,NPAT
CREBBP,activates,MEF2C
SMURF1,inhibits,RUNX2
SMURF1,inhibits,SMAD1
SMURF1,inhibits,SMAD4
SMURF1,inhibits,SMAD5
SMURF1,inhibits,SMAD6
SMURF1,inhibits,SMAD9
SMURF1,inhibits,TGFBR2
SMURF2,inhibits,BMPR1A
SMURF2,inhibits,BMPR2
MAPK10,activates,HNRNPK
MAPK8,activates,HNRNPK
MAPK9,activates,HNRNPK
SMURF2,inhibits,SMAD5
SMURF2,inhibits,TGFBR2
SMURF1,inhibits,SKIL
SMURF2,inhibits,SMAD4
SMURF2,inhibits,SMAD6
CDK2,inhibits,RUNX1
ITK,activates,SIGLEC10
PDPK1,activates,CARD11
CDK1,activates,ORC1
CDK1,activates,UBE2A
SND1,inhibits,MGLL
STK11,activates,TP53
MAPK1,activates,SPHK1
MAPK3,activates,SPHK1
MAPK1,activates,EP300
SNTA1,activates,NOS1
MNAT1,activates,ESR1
SNX9,activates,DNM1
SNX9,activates,DNM2
SOCS1,inhibits,IRAK1
KAT5,inhibits,NOTCH1
SOCS1,inhibits,JAK3
SOCS3,inhibits,IL6ST
SOCS3,inhibits,IRS1
SOCS3,inhibits,JAK3
SOCS6,inhibits,KIT
MAPK3,activates,EP300
FZD3,activates,GNA12
SORBS1,activates,CBL
RPL5,activates,TP73
SOS2,activates,HRAS
SOS2,activates,KRAS
CDK1,activates,PITPNM1
CSNK2A1,activates,PTGES3
CDK1,inhibits,CEP55
SOX17,inhibits,CTNNB1
SOX3,inhibits,CTNNB1
SOX4,activates,CTNNB1
LCK,activates,PLCG2
SOX6,inhibits,CTNNB1
NUMA1,activates,TUBA1C
LAT,activates,PIK3R2
MAPK12,activates,ATF2
SP1,activates,CRX
KTN1,activates,KIF5B
SP1,activates,ITGA11
EP300,activates,KPNA2
MAPK1,activates,SLC9A1
SP2,activates,IRF1
SP3,activates,ITGA11
MAPK13,activates,KRT8
SP4,activates,CRX
SPAG9,activates,MAPK11
SPI1,activates,IRF8
EIF3F,activates,NOTCH1
JAK2,inhibits,MAP3K5
MAPK14,activates,CDKN1C
SPI1,inhibits,TAL1
SPOP,inhibits,NCOA3
SPRY1,inhibits,SOS1
SPRY2,inhibits,CBLB
SPRY4,inhibits,RAF1
SPRY4,inhibits,TESK1
SRCAP,activates,AR
SRC,activates,AKT1
SRC,activates,AKT3
SRC,activates,AKT2
SRC,activates,ANXA1
SRC,activates,ANXA2
CDK20,activates,CDK2
MAPK1,inhibits,FGFR1
MAPK3,inhibits,FGFR1
SRC,inhibits,AP2B1
SRC,activates,ARHGAP35
SRC,inhibits,ARHGDIA
SRC,activates,ARHGEF4
SRC,activates,BDKRB2
CSNK1E,inhibits,CTNNB1
SRC,activates,BMX
SRC,inhibits,CASP8
SRC,inhibits,CAV2
SRC,inhibits,CDH2
SRC,activates,CDH5
SRC,inhibits,CDKN1B
SRC,activates,CEACAM1
SRC,inhibits,CFL1
SRC,inhibits,CHN2
SRC,inhibits,CHRNA7
SRC,activates,CLTC
SRC,activates,CTNNB1
CSNK2A1,inhibits,HNRNPC
SRC,activates,CYP19A1
MAPK14,activates,MEF2D
SRC,inhibits,DAG1
SRC,activates,DAPP1
SRC,activates,DGKA
ZIC1,activates,GLI3
CSNK2A1,activates,SNCA
SRC,inhibits,EMD
SRC,activates,ENO1
SRC,inhibits,EPHA2
SRC,activates,ESR1
SRC,activates,EZR
CSNK2A1,activates,WAS
SRC,activates,FBXO5
SRC,activates,FLT4
SRC,activates,GAB1
SRC,inhibits,GJA1
SRC,activates,GLRB
SRC,inhibits,GRB10
SRC,activates,GRB2
MAPK8,activates,STK4
SRC,activates,GSN
SRC,activates,HCN4
CSNK2A2,activates,UBE2R2
MAPK1,activates,JUN
MAPK3,activates,JUN
SRC,activates,IGF1R
SRC,activates,IKBKB
SRC,activates,INPPL1
SRC,inhibits,ITGAL
SRC,inhibits,ITGB2
SRC,activates,ITGB3
SRC,activates,JUP
SRC,activates,KCNA3
SRC,activates,KCNB1
SRC,inhibits,KCNJ1
SRC,activates,KIT
SRC,activates,KRAS
SRC,inhibits,LATS2
SRC,inhibits,LATS1
SRC,activates,LRP1
SRC,activates,MPZL1
SRC,activates,MUC1
SRC,activates,MYLK
CTNND1,activates,CDH5
SRC,activates,NFKBIA
SRC,activates,NOS2
SRC,activates,NOXA1
MAPK14,activates,SMARCD3
SRC,activates,PAK2
SRC,activates,PDPK1
SRC,activates,PIP5K1C
SRC,activates,PLSCR1
SRC,activates,PRKCI
PIK3R3,activates,PIK3CA
SRC,activates,PRKD1
SRC,inhibits,PTEN
SRC,activates,RAC1
SRC,activates,RAPGEF1
MAPK14,activates,TP53
SRC,inhibits,RHOU
SRC,inhibits,RRAS
SRC,inhibits,SH3GL1
SRC,activates,SPRY2
SRC,activates,SPTAN1
SRC,activates,STAP2
SRC,activates,STAT1
SRC,activates,STAT5A
SRC,activates,STAT5B
SRC,inhibits,TERT
SRC,activates,TGFA
SRC,activates,TIAM1
SRC,activates,TNS3
SRC,activates,TXK
SRC,activates,UGT2B7
SRC,activates,VAV3
SRC,activates,VIL1
SRC,activates,WASF1
SRC,activates,WWOX
CDK1,activates,CKAP2
CTBP1,inhibits,BRCA1
SREBF1,inhibits,SND1
MAPK1,activates,GSK3B
SREBF2,activates,SND1
SRF,activates,IL6
NSD3,activates,IRF3
NSD3,activates,MYC
SRF,activates,PTGS2
SRGAP3,activates,WASF1
SRPK1,inhibits,RBM8A
SRPK1,activates,SRSF1
SRPK2,activates,ACIN1
SRSF2,activates,MDM2
SRSF3,activates,NXF1
SS18L1,activates,CREBBP
CDK8,inhibits,SMAD1
FBXO11,inhibits,BCL6
MAPK1,inhibits,EIF4EBP1
MAPK3,activates,SP1
MAPK9,activates,H2AFX
SSH1,activates,CFL1
SSH1,activates,CORO1B
SSH2,activates,CFL1
SSH3,activates,CFL1
SSTR1,activates,GNA12
SSTR1,activates,GNAI1
SSTR2,activates,GNA14
SSTR2,activates,GNAI1
SSTR3,activates,GNAI1
SSTR3,activates,GNAI3
SSTR4,activates,GNA12
SSTR4,activates,GNAI1
SSTR4,activates,GNAI3
SSTR5,activates,GNAI1
SSTR5,activates,GNAI3
SSTR5,activates,GNAO1
DTX4,inhibits,TBK1
CDK5,activates,TP53
MAPK8,activates,APLP2
MAPK8,activates,APP
MAPK3,activates,NCOA1
STAT1,activates,IRF2
STAT1,inhibits,RELA
STAT3,activates,CD274
CDK4,inhibits,SMAD3
STAT3,activates,VEGFA
STAT4,activates,LAMTOR5
STAT5A,activates,DNMT3A
STAT5A,activates,FOXP3
GNA13,activates,ARHGEF11
JAG1,activates,NOTCH3
STAT6,inhibits,STAT1
STIL,activates,PIN1
STK10,inhibits,MSN
STK11,activates,BRSK1
STK11,activates,BRSK2
STK11,activates,MARK1
STK11,activates,MARK3
STK11,activates,MARK4
STK11,activates,MELK
STK11,activates,NUAK1
STK11,activates,NUAK2
STK11,inhibits,PAK1
STK11,activates,PRKAA2
STK11,inhibits,PTEN
CSNK2A1,inhibits,SP1
STK11,activates,SIK1
STK11,activates,SIK2
STK11,activates,SIK3
STK11,activates,SNRK
STK11,activates,STRADA
STK17A,activates,TP53
STK24,activates,STK38L
STK24,activates,STK38
STK26,activates,EZR
STK3,activates,MOB1B
STK3,activates,MOB1A
STK4,activates,MOB1B
STK4,activates,MOB1A
STK38,inhibits,YAP1
ABL1,activates,STK3
FNTA,activates,KRAS
ITCH,inhibits,GLI1
STK3,activates,NEK2
STK4,activates,FOXO1
STK4,activates,FOXO4
STK4,activates,FOXO6
GNAI1,inhibits,PLD2
STK4,activates,HIST1H2BB
STK4,activates,LATS1
STK4,activates,TNNI3
STMN1,inhibits,TTL
STUB1,inhibits,SMAD1
STUB1,inhibits,SMAD5
MAPK9,activates,H3F3B
MAPK9,inhibits,IRS1
STYX,inhibits,FBXW7
SUFU,inhibits,GLIS3
MAPK14,inhibits,F3
CDC25A,inhibits,MAPK3
CDK1,activates,TP53
CHUK,inhibits,TSC2
GSK3B,inhibits,MNX1
MAPK9,inhibits,TOB1
SYK,activates,BLNK
SYK,activates,BTK
SYK,activates,HCLS1
SYK,activates,IKZF1
SYK,activates,IL15RA
SYK,inhibits,LCK
SYK,activates,MAP4K1
SYK,inhibits,MAPT
SYK,activates,PRKCA
MAPK14,activates,ELAVL1
SYK,activates,SLC4A1
SYK,inhibits,SNCA
CHEK2,inhibits,MAPT
DVL1P1,activates,PRKCA
SYK,activates,TUBA4A
TAB1,activates,MAPK8
TAB1,activates,MAPK9
TAB1,activates,MAPK12
TAB1,activates,MAPK13
TAB1,activates,MAPK11
TAB1,inhibits,ROR2
TAB2,activates,MAPK10
TAB2,activates,MAPK8
TAB2,activates,MAPK9
CDK2,inhibits,RBL2
CSNK2A1,inhibits,CTNNA1
TAB2,activates,MAPK12
TAB2,activates,MAPK13
TAB2,activates,MAPK14
TAB2,activates,MAPK11
TAB3,activates,MAPK10
TAB3,activates,MAPK8
TAB3,activates,MAPK9
TAB3,activates,MAPK12
TAB3,activates,MAPK13
TAB3,activates,MAPK14
TAB3,activates,MAPK11
CDK1,activates,LMNA
PCM1,activates,NEK2
TACR1,activates,GNA14
TACR1,activates,GNAI1
TACR1,activates,GNAI3
TACR1,activates,GNAL
TACR1,activates,GNAO1
TACR1,activates,GNAQ
VRK1,inhibits,BANF1
TACR1,activates,GNAS
TACR1,activates,GNAZ
TACR2,activates,GNA14
TACR2,activates,GNAI1
TACR2,activates,GNAI3
TACR2,activates,GNAQ
TACR3,activates,GNA12
TACR3,activates,GNA13
MAPKAPK2,inhibits,ZFP36L1
TACR3,activates,GNA14
TACR3,activates,GNAI1
TACR3,activates,GNAI3
TACR3,activates,GNAL
TACR3,activates,GNAQ
TACR3,activates,GNAS
PLK3,activates,BCL2L1
PPP2CA,inhibits,RPS3
TAF1,activates,GTF2A1
TAL1,activates,FUBP1
MARK2,inhibits,HDAC7
TAOK1,activates,STK3
TAOK2,activates,ELK1
TAOK2,activates,STK3
TAOK3,activates,STK3
MAVS,activates,CASP8
TARBP2,activates,DICER1
TAX1BP1,activates,TNFAIP3
TBK1,activates,AKT3
TBK1,activates,AKT2
TBK1,activates,IKBKB
CDKN2A,inhibits,CDK6
MAP3K5,activates,CDKN1A
TBK1,activates,IRF5
TBK1,inhibits,NFKBIA
TBK1,activates,RELA
TBK1,activates,REL
TBK1,activates,SQSTM1
TBK1,activates,STAT6
MAPK1,activates,EXOC7
MAPK3,activates,JUND
TBL1XR1,activates,AR
LPAR1,activates,GNA13
MAPK10,activates,JUN
MAX,activates,MAD1L1
TBX2,inhibits,MYOD1
TBX2,inhibits,MYOG
TBXA2R,activates,GNA13
TBXA2R,activates,GNA14
TBXA2R,activates,GNAI1
TBXA2R,activates,GNAQ
TCEA1,activates,UBR5
EP300,activates,FLI1
TCF3,activates,MYOD1
MAPKAPK2,activates,PIAS1
TCL1A,activates,AKT2
TCL1A,activates,AKT3
TCL1B,activates,AKT1
TCL1B,activates,AKT2
TCL1B,activates,AKT3
TDGF1,activates,ACVR1B
TDGF1,inhibits,ACVR2A
TDGF1,activates,NODAL
TDGF1,inhibits,TGFB1
TEAD2,activates,WWTR1
WWTR1,activates,TEAD2
TEAD3,activates,WWTR1
WWTR1,activates,TEAD3
TEAD4,activates,WWTR1
WWTR1,activates,TEAD4
TEAD1,activates,WWTR1
WWTR1,activates,TEAD1
TEC,activates,BMX
TEK,activates,SHC1
HDAC3,activates,SMAD7
MAPK14,activates,EPS15
TESK1,inhibits,CFL1
TESK1,inhibits,CFL2
TESK2,inhibits,CFL1
TESK2,inhibits,CFL2
TESK2,inhibits,DSTN
CSNK2A1,activates,TOP2A
GMPS,activates,TP53
TET1,activates,HOXA9
TET1,activates,PTEN
CSNK2A1,activates,MDC1
MCM10,inhibits,RECQL4
MDC1,activates,NBN
TET1,activates,SLIT2
TET1,activates,ZNF382
TET2,activates,OGT
TET2,activates,WT1
TET3,activates,OGT
MDM2,activates,NOTCH1
MDM2,inhibits,NOTCH4
MDM2,inhibits,TP73
TFAP2B,activates,TP53
MAPK14,activates,GATA2
TFAP4,activates,HDAC1
TFAP4,activates,SP1
TFDP1,activates,E2F1
TFG,activates,SEC16A
TFG,activates,SEC16B
TFPI,activates,VLDLR
PAK4,activates,CTNNB1
TGFB1,inhibits,PAX8
TGFB1,activates,PIK3R1
TGFB1,activates,PPP2R2A
NFIB,inhibits,NFIC
PRKCI,activates,ECT2
TGFBR1,inhibits,EEF1A1
NTF4,activates,NTRK2
TGFBR1,activates,PIK3R1
TGFBR1,activates,PIK3R2
TGFBR1,activates,RAC1
TGFBR1,activates,RHOA
PRKCA,inhibits,KIT
TGFBR1,activates,SPTBN1
TGFBR2,activates,PARD6A
TGFBR2,activates,PIK3R1
TGFBR2,activates,PIK3R2
FYN,inhibits,MAPT
PATZ1,inhibits,RNF4
CSNK2A1,inhibits,SPIB
MEF2C,activates,MYOD1
TGFBR2,activates,ZFYVE9
TGM2,activates,HIST1H3D
THBS1,activates,NGF
THBS2,activates,CD47
THEM4,inhibits,AKT1
THEM4,inhibits,AKT3
THEM4,inhibits,AKT2
CDK1,inhibits,HMGA2
THRAP3,inhibits,SFPQ
CSNK2A1,activates,MAPK9
FZD8,activates,LRP6
TJP2,inhibits,WWTR1
TJP2,inhibits,YAP1
TLE4,inhibits,PAX2
TLK1,activates,RAD9A
MMP9,activates,TGFB1
NFIB,inhibits,NFIX
MTCH2,activates,BID
VRK1,activates,HIST1H3D
CSNK2A2,activates,XRCC1
VRK1,activates,JUN
MTCP1,activates,AKT2
MTOR,activates,AKT3
MTOR,activates,AKT2
TLR8,activates,TICAM2
TLR10,activates,TICAM2
TLR5,activates,TICAM2
TLR6,activates,TICAM2
TLR9,activates,TICAM2
TLR7,activates,TICAM2
TLR1,activates,TICAM2
TLR8,activates,TIRAP
TLR10,activates,TIRAP
TLR2,activates,TIRAP
TLR3,activates,TIRAP
TLR5,activates,TIRAP
TLR6,activates,TIRAP
TLR9,activates,TIRAP
TLR7,activates,TIRAP
TLR1,activates,TIRAP
TLR10,activates,TLR8
TLR8,activates,TLR10
TLR2,activates,TLR8
TLR8,activates,TLR2
TLR4,activates,TLR8
TLR8,activates,TLR4
TLR3,activates,TLR8
TLR8,activates,TLR3
TLR5,activates,TLR8
TLR8,activates,TLR5
TLR8,activates,TLR6
TLR6,activates,TLR8
TLR9,activates,TLR8
TLR8,activates,TLR9
TLR8,activates,TLR7
TLR1,activates,TLR8
TLR8,activates,TLR1
TLR2,activates,TLR10
TLR10,activates,TLR2
TLR4,activates,TLR10
TLR10,activates,TLR4
TLR3,activates,TLR10
TLR10,activates,TLR3
TLR5,activates,TLR10
TLR10,activates,TLR5
TLR10,activates,TLR6
TLR6,activates,TLR10
TLR10,activates,TLR9
TLR9,activates,TLR10
TLR10,activates,TLR7
TLR7,activates,TLR10
TLR1,activates,TLR10
TLR10,activates,TLR1
TLR2,activates,TLR4
TLR3,activates,TLR2
TLR2,activates,TLR3
TLR5,activates,TLR2
TLR2,activates,TLR5
TLR2,activates,TLR9
TLR9,activates,TLR2
TLR2,activates,TLR7
TLR7,activates,TLR2
TLR4,activates,TLR3
TLR3,activates,TLR4
TLR4,activates,TLR5
TLR5,activates,TLR4
TLR4,activates,TLR6
TLR6,activates,TLR4
TLR4,activates,TLR9
TLR9,activates,TLR4
TLR4,activates,TLR7
TLR7,activates,TLR4
TLR1,activates,TLR4
TLR3,activates,TLR5
TLR5,activates,TLR3
TLR3,activates,TLR6
TLR6,activates,TLR3
TLR3,activates,TLR9
TLR9,activates,TLR3
TLR3,activates,TLR7
TLR7,activates,TLR3
TLR3,activates,TLR1
TLR1,activates,TLR3
TLR5,activates,TLR6
TLR6,activates,TLR5
TLR5,activates,TLR9
TLR9,activates,TLR5
TLR5,activates,TLR7
TLR7,activates,TLR5
TLR5,activates,TLR1
TLR1,activates,TLR5
TLR9,activates,TLR6
TLR6,activates,TLR9
TLR7,activates,TLR6
TLR6,activates,TLR7
TLR1,activates,TLR6
TLR6,activates,TLR1
TLR9,activates,TLR7
TLR1,activates,TLR9
