"","exp1","exp2","Jc"
"1186","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 µM",0.217391304347826
"1187","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 um",0.171052631578947
"1188","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 µM",0.283333333333333
"1189","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10 µM",0.144444444444444
"1190","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10.0 um",0.168224299065421
"1191","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 um",0.1328125
"1192","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 µM",0.179487179487179
"1193","radicicol_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_6 h_10 µM",0.05
"1194","radicicol_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_24 h_10 µM",0.128571428571429
"1195","radicicol_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_6 h_10 µM",0.170454545454545
"1196","radicicol_HEPG2_24 h_10.0 um","quercetin_HEPG2_6 h_10 µM",0.072463768115942
"1197","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.04 um",0.0740740740740741
"1198","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.12 um",0.116666666666667
"1199","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.37 um",0.134228187919463
"1200","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_1.11 um",0.214953271028037
"1201","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_10.0 um",1
"1202","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_3.33 um",0.391304347826087
"1203","radicicol_HEPG2_24 h_10.0 um","radicicol_HEPG2_6 h_10 µM",0.225806451612903
"1204","radicicol_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_10 µM",0.111842105263158
"1205","radicicol_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_3 µM",0.1625
"1206","radicicol_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_10 µM",0.114093959731544
"1207","radicicol_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_3 µM",0.175438596491228
"1208","radicicol_HEPG2_24 h_10.0 um","temozolomide_HEPG2_6 h_10 µM",0.147058823529412
"1209","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.145833333333333
"1210","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.169491525423729
"1211","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.171641791044776
"1212","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.116666666666667
"1213","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.171171171171171
"1214","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0847457627118644
"1215","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.147058823529412
"1216","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.109243697478992
"1217","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.213333333333333
"1218","radicicol_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.113924050632911
"1219","radicicol_HEPG2_24 h_10.0 um","thapsigargin_HEPG2_6 h_10 µM",0.0476190476190476
"1220","radicicol_HEPG2_24 h_10.0 um","VU-0418946-1_HEPG2_6 h_10 µM",0.145038167938931
"1221","radicicol_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_20 µM",0.133858267716535
"1222","radicicol_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_5 µM",0.17
"1223","radicicol_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_10 µM",0.111111111111111
"1224","radicicol_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_20 µM",0.103448275862069
"1225","radicicol_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_5 µM",0.161290322580645
"1226","radicicol_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.179856115107914
"1227","radicicol_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.214876033057851
"1228","radicicol_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_10 µM",0.127906976744186
"1229","radicicol_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_100 nM",0.241071428571429
"1230","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 um",0.158333333333333
"1231","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 µM",0.254237288135593
"1232","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.2
"1233","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.247422680412371
"1234","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.168478260869565
"1235","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.298969072164948
"1236","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.240963855421687
"1237","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.28169014084507
"1238","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.21875
"1239","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.208695652173913
"1240","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",0.186567164179104
"1241","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.218390804597701
"1242","radicicol_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.0845070422535211
"1243","radicicol_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.120481927710843
"1244","radicicol_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.206185567010309
"1245","radicicol_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.113924050632911
"1246","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.0867052023121387
"1247","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.157142857142857
"1248","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.180645161290323
"1249","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.309090909090909
"1250","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.391304347826087
"1251","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",1
"1252","radicicol_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.242718446601942
"1253","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.158227848101266
"1254","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",0.188888888888889
"1255","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.161290322580645
"1256","radicicol_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.193548387096774
"1257","radicicol_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.0952380952380952
"1258","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.169934640522876
"1259","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.245901639344262
"1260","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.179310344827586
"1261","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.125
"1262","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.170731707317073
"1263","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0684931506849315
"1264","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.190909090909091
"1265","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.17741935483871
"1266","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.179775280898876
"1267","radicicol_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.133333333333333
"1268","radicicol_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.0526315789473684
"1269","radicicol_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.171428571428571
"1270","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.153284671532847
"1271","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.212962962962963
"1272","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.0909090909090909
"1273","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",0.175675675675676
"1274","radicicol_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.234375
"1275","radicicol_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.238095238095238
"1276","radicicol_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.145833333333333
"1277","radicicol_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.15
"1278","radicicol_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.189393939393939
"1279","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.189393939393939
"1280","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.267175572519084
"1281","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.226277372262774
"1282","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.188034188034188
"1283","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.194871794871795
"1284","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.190082644628099
"1285","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.198019801980198
"1286","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.197802197802198
"1287","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.194690265486726
"1288","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.207692307692308
"1289","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.204081632653061
"1290","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.158878504672897
"1291","radicicol_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.130952380952381
"1292","radicicol_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.0882352941176471
"1293","radicicol_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.227272727272727
"1294","radicicol_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.115789473684211
"1295","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.131868131868132
"1296","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.112359550561798
"1297","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.225609756097561
"1298","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.191176470588235
"1299","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.225806451612903
"1300","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.242718446601942
"1301","radicicol_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",1
"1302","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.175438596491228
"1303","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.157407407407407
"1304","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.18562874251497
"1305","radicicol_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.202898550724638
"1306","radicicol_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.182795698924731
"1307","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.172619047619048
"1308","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.278195488721804
"1309","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.227272727272727
"1310","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.112359550561798
"1311","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.218045112781955
"1312","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0549450549450549
"1313","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.192
"1314","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.205882352941176
"1315","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.171428571428571
"1316","radicicol_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.142857142857143
"1317","radicicol_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.0652173913043478
"1318","radicicol_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.189542483660131
"1319","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.222222222222222
"1320","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.221311475409836
"1321","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.146067415730337
"1322","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.149700598802395
"1323","radicicol_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.197278911564626
"1324","spiperone_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.234375
"1325","spiperone_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.208791208791209
"1326","spiperone_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.125827814569536
"1327","spiperone_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.261904761904762
"1328","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.164835164835165
"1329","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.194594594594595
"1330","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.186170212765957
"1331","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.127906976744186
"1332","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.210084033613445
"1333","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.156976744186047
"1334","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.157894736842105
"1335","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.108108108108108
"1336","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.165644171779141
"1337","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.164835164835165
"1338","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.195876288659794
"1339","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.125786163522013
"1340","spiperone_HEPG2_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.111111111111111
"1341","spiperone_HEPG2_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.0993377483443709
"1342","spiperone_HEPG2_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.225806451612903
"1343","spiperone_HEPG2_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.133802816901408
"1344","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.248803827751196
"1345","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.0845070422535211
"1346","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.27363184079602
"1347","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.225988700564972
"1348","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.111842105263158
"1349","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.158227848101266
"1350","spiperone_HEPG2_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.175438596491228
"1351","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",1
"1352","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.168831168831169
"1353","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.222222222222222
"1354","spiperone_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.201086956521739
"1355","spiperone_HEPG2_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.122448979591837
"1356","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.211538461538462
"1357","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.243093922651934
"1358","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.264248704663212
"1359","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.132352941176471
"1360","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.192307692307692
"1361","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0709219858156028
"1362","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.214285714285714
"1363","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.23728813559322
"1364","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.126582278481013
"1365","spiperone_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.107594936708861
"1366","spiperone_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.116788321167883
"1367","spiperone_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.28804347826087
"1368","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.17258883248731
"1369","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.207100591715976
"1370","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.0827586206896552
"1371","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.313829787234043
"1372","spiperone_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.255434782608696
"1373","spiperone_HEPG2_24 h_3 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.175182481751825
"1374","spiperone_HEPG2_24 h_3 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.0909090909090909
"1375","spiperone_HEPG2_24 h_3 µM","brefeldin-a_HEPG2_6 h_10 µM",0.132530120481928
"1376","spiperone_HEPG2_24 h_3 µM","brefeldin-a_HEPG2_6 h_100 nM",0.172413793103448
"1377","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.04 um",0.142857142857143
"1378","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.169354838709677
"1379","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.12 um",0.15748031496063
"1380","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.191919191919192
"1381","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.37 um",0.115789473684211
"1382","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.149532710280374
"1383","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_1.11 um",0.162790697674419
"1384","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.142857142857143
"1385","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_10 µM",0.128712871287129
"1386","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_10.0 um",0.182608695652174
"1387","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_3.33 um",0.172932330827068
"1388","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0957446808510638
"1389","spiperone_HEPG2_24 h_3 µM","geldanamycin_HEPG2_6 h_10 µM",0.072463768115942
"1390","spiperone_HEPG2_24 h_3 µM","mitomycin-c_HCC515_24 h_10 µM",0.0975609756097561
"1391","spiperone_HEPG2_24 h_3 µM","mitomycin-c_HCC515_6 h_10 µM",0.225806451612903
"1392","spiperone_HEPG2_24 h_3 µM","quercetin_HEPG2_6 h_10 µM",0.0493827160493827
"1393","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.04 um",0.0818713450292398
"1394","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.12 um",0.114285714285714
"1395","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_0.37 um",0.153846153846154
"1396","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_1.11 um",0.194915254237288
"1397","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_10.0 um",0.1625
"1398","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_24 h_3.33 um",0.188888888888889
"1399","spiperone_HEPG2_24 h_3 µM","radicicol_HEPG2_6 h_10 µM",0.157407407407407
"1400","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_24 h_10 µM",0.168831168831169
"1401","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_24 h_3 µM",1
"1402","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_6 h_10 µM",0.0858895705521472
"1403","spiperone_HEPG2_24 h_3 µM","spiperone_HEPG2_6 h_3 µM",0.1328125
"1404","spiperone_HEPG2_24 h_3 µM","temozolomide_HEPG2_6 h_10 µM",0.1125
"1405","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.1
"1406","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.146153846153846
"1407","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.142857142857143
"1408","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.0985915492957746
"1409","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.110236220472441
"1410","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0869565217391304
"1411","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.11304347826087
"1412","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.153225806451613
"1413","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.108695652173913
"1414","spiperone_HEPG2_24 h_3 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.125
"1415","spiperone_HEPG2_24 h_3 µM","thapsigargin_HEPG2_6 h_10 µM",0.0845070422535211
"1416","spiperone_HEPG2_24 h_3 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.166666666666667
"1417","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_24 h_20 µM",0.115107913669065
"1418","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_24 h_5 µM",0.153153153153153
"1419","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_10 µM",0.051948051948052
"1420","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_20 µM",0.11038961038961
"1421","spiperone_HEPG2_24 h_3 µM","YC-1_HEPG2_6 h_5 µM",0.174242424242424
"1422","spiperone_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.278688524590164
"1423","spiperone_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.198895027624309
"1424","spiperone_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.159722222222222
"1425","spiperone_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.174157303370787
"1426","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.194285714285714
"1427","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.217877094972067
"1428","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.215469613259669
"1429","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.171779141104294
"1430","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.295454545454545
"1431","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.152941176470588
"1432","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.116129032258065
"1433","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.133802816901408
"1434","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.161490683229814
"1435","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.174157303370787
"1436","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.293785310734463
"1437","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.165562913907285
"1438","spiperone_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.0970149253731343
